CMS SCHEDULE,YEAR,HCPCS,GEOGRAPHY,MOD,EFF_DATE,SHORTDESC,FILE_NAME,NF RATE,F RATE
3. LAB,2025,82668,NATIONAL,,2025-01-01,Assay of erythropoietin,CLFS 2025 Q1V1.csv,18.79,18.79
3. LAB,2025,82670,NATIONAL,,2025-01-01,Assay of total estradiol,CLFS 2025 Q1V1.csv,27.94,27.94
3. LAB,2025,82671,NATIONAL,,2025-01-01,Assay of estrogens,CLFS 2025 Q1V1.csv,32.3,32.3
3. LAB,2025,82672,NATIONAL,,2025-01-01,Assay of estrogen,CLFS 2025 Q1V1.csv,21.7,21.7
3. LAB,2025,82677,NATIONAL,,2025-01-01,Assay of estriol,CLFS 2025 Q1V1.csv,24.18,24.18
3. LAB,2025,82679,NATIONAL,,2025-01-01,Assay of estrone,CLFS 2025 Q1V1.csv,24.95,24.95
3. LAB,2025,82679,NATIONAL,QW,2025-01-01,Assay of estrone,CLFS 2025 Q1V1.csv,24.95,24.95
3. LAB,2025,82681,NATIONAL,,2025-01-01,Assay dir meas fr estradiol,CLFS 2025 Q1V1.csv,27.94,27.94
3. LAB,2025,82693,NATIONAL,,2025-01-01,Assay of ethylene glycol,CLFS 2025 Q1V1.csv,14.9,14.9
3. LAB,2025,82696,NATIONAL,,2025-01-01,Assay of etiocholanolone,CLFS 2025 Q1V1.csv,26.24,26.24
3. LAB,2025,82705,NATIONAL,,2025-01-01,Fats/lipids feces qual,CLFS 2025 Q1V1.csv,5.1,5.1
3. LAB,2025,82710,NATIONAL,,2025-01-01,Fats/lipids feces quant,CLFS 2025 Q1V1.csv,16.8,16.8
3. LAB,2025,82715,NATIONAL,,2025-01-01,Assay of fecal fat,CLFS 2025 Q1V1.csv,22.97,22.97
3. LAB,2025,82725,NATIONAL,,2025-01-01,Assay of blood fatty acids,CLFS 2025 Q1V1.csv,18.77,18.77
3. LAB,2025,82726,NATIONAL,,2025-01-01,Long chain fatty acids,CLFS 2025 Q1V1.csv,19.75,19.75
3. LAB,2025,82728,NATIONAL,,2025-01-01,Assay of ferritin,CLFS 2025 Q1V1.csv,13.63,13.63
3. LAB,2025,82731,NATIONAL,,2025-01-01,Assay of fetal fibronectin,CLFS 2025 Q1V1.csv,64.41,64.41
3. LAB,2025,82735,NATIONAL,,2025-01-01,Assay of fluoride,CLFS 2025 Q1V1.csv,18.54,18.54
3. LAB,2025,82746,NATIONAL,,2025-01-01,Assay of folic acid serum,CLFS 2025 Q1V1.csv,14.7,14.7
3. LAB,2025,82747,NATIONAL,,2025-01-01,Assay of folic acid rbc,CLFS 2025 Q1V1.csv,17.65,17.65
3. LAB,2025,82757,NATIONAL,,2025-01-01,Assay of semen fructose,CLFS 2025 Q1V1.csv,17.34,17.34
3. LAB,2025,82759,NATIONAL,,2025-01-01,Assay of rbc galactokinase,CLFS 2025 Q1V1.csv,21.48,21.48
3. LAB,2025,82760,NATIONAL,,2025-01-01,Assay of galactose,CLFS 2025 Q1V1.csv,11.2,11.2
3. LAB,2025,82775,NATIONAL,,2025-01-01,Assay galactose transferase,CLFS 2025 Q1V1.csv,21.07,21.07
3. LAB,2025,82776,NATIONAL,,2025-01-01,Galactose transferase test,CLFS 2025 Q1V1.csv,11.74,11.74
3. LAB,2025,82777,NATIONAL,,2025-01-01,Galectin-3,CLFS 2025 Q1V1.csv,44.25,44.25
3. LAB,2025,82784,NATIONAL,,2025-01-01,Assay iga/igd/igg/igm each,CLFS 2025 Q1V1.csv,9.3,9.3
3. LAB,2025,82785,NATIONAL,,2025-01-01,Assay of ige,CLFS 2025 Q1V1.csv,16.46,16.46
3. LAB,2025,82787,NATIONAL,,2025-01-01,Igg 1 2 3 or 4 each,CLFS 2025 Q1V1.csv,8.02,8.02
3. LAB,2025,82800,NATIONAL,,2025-01-01,Blood ph,CLFS 2025 Q1V1.csv,11.0,11.0
3. LAB,2025,82803,NATIONAL,,2025-01-01,Blood gases any combination,CLFS 2025 Q1V1.csv,26.07,26.07
3. LAB,2025,82805,NATIONAL,,2025-01-01,Blood gases w/o2 saturation,CLFS 2025 Q1V1.csv,78.77,78.77
3. LAB,2025,82810,NATIONAL,,2025-01-01,Blood gases o2 sat only,CLFS 2025 Q1V1.csv,9.77,9.77
3. LAB,2025,82820,NATIONAL,,2025-01-01,Hemoglobin-oxygen affinity,CLFS 2025 Q1V1.csv,13.34,13.34
3. LAB,2025,82930,NATIONAL,,2025-01-01,Gastric analy w/ph ea spec,CLFS 2025 Q1V1.csv,6.71,6.71
3. LAB,2025,82938,NATIONAL,,2025-01-01,Gastrin test,CLFS 2025 Q1V1.csv,17.69,17.69
3. LAB,2025,82941,NATIONAL,,2025-01-01,Assay of gastrin,CLFS 2025 Q1V1.csv,17.63,17.63
3. LAB,2025,82943,NATIONAL,,2025-01-01,Assay of glucagon,CLFS 2025 Q1V1.csv,14.29,14.29
3. LAB,2025,82945,NATIONAL,,2025-01-01,Glucose other fluid,CLFS 2025 Q1V1.csv,3.93,3.93
3. LAB,2025,82946,NATIONAL,,2025-01-01,Glucagon tolerance test,CLFS 2025 Q1V1.csv,17.77,17.77
3. LAB,2025,82947,NATIONAL,,2025-01-01,Assay glucose blood quant,CLFS 2025 Q1V1.csv,3.93,3.93
3. LAB,2025,82947,NATIONAL,QW,2025-01-01,Assay glucose blood quant,CLFS 2025 Q1V1.csv,3.93,3.93
3. LAB,2025,82948,NATIONAL,,2025-01-01,Reagent strip/blood glucose,CLFS 2025 Q1V1.csv,5.04,5.04
3. LAB,2025,82950,NATIONAL,,2025-01-01,Glucose test,CLFS 2025 Q1V1.csv,4.75,4.75
3. LAB,2025,82950,NATIONAL,QW,2025-01-01,Glucose test,CLFS 2025 Q1V1.csv,4.75,4.75
3. LAB,2025,82951,NATIONAL,,2025-01-01,Glucose tolerance test (gtt),CLFS 2025 Q1V1.csv,12.87,12.87
3. LAB,2025,82951,NATIONAL,QW,2025-01-01,Glucose tolerance test (gtt),CLFS 2025 Q1V1.csv,12.87,12.87
3. LAB,2025,82952,NATIONAL,,2025-01-01,Gtt-added samples,CLFS 2025 Q1V1.csv,3.92,3.92
3. LAB,2025,82952,NATIONAL,QW,2025-01-01,Gtt-added samples,CLFS 2025 Q1V1.csv,3.92,3.92
3. LAB,2025,82955,NATIONAL,,2025-01-01,Assay of g6pd enzyme,CLFS 2025 Q1V1.csv,9.7,9.7
3. LAB,2025,82960,NATIONAL,,2025-01-01,Test for g6pd enzyme,CLFS 2025 Q1V1.csv,6.05,6.05
3. LAB,2025,82962,NATIONAL,,2025-01-01,Glucose blood test,CLFS 2025 Q1V1.csv,3.28,3.28
3. LAB,2025,82963,NATIONAL,,2025-01-01,Assay of glucosidase,CLFS 2025 Q1V1.csv,21.48,21.48
3. LAB,2025,82965,NATIONAL,,2025-01-01,Assay of gdh enzyme,CLFS 2025 Q1V1.csv,13.15,13.15
3. LAB,2025,82977,NATIONAL,,2025-01-01,Assay of ggt,CLFS 2025 Q1V1.csv,7.2,7.2
3. LAB,2025,82977,NATIONAL,QW,2025-01-01,Assay of ggt,CLFS 2025 Q1V1.csv,7.2,7.2
3. LAB,2025,82978,NATIONAL,,2025-01-01,Assay of glutathione,CLFS 2025 Q1V1.csv,15.45,15.45
3. LAB,2025,82979,NATIONAL,,2025-01-01,Assay rbc glutathione,CLFS 2025 Q1V1.csv,9.44,9.44
3. LAB,2025,82985,NATIONAL,,2025-01-01,Assay of glycated protein,CLFS 2025 Q1V1.csv,16.76,16.76
3. LAB,2025,82985,NATIONAL,QW,2025-01-01,Assay of glycated protein,CLFS 2025 Q1V1.csv,16.76,16.76
3. LAB,2025,83001,NATIONAL,,2025-01-01,Assay of gonadotropin (fsh),CLFS 2025 Q1V1.csv,18.58,18.58
3. LAB,2025,83001,NATIONAL,QW,2025-01-01,Assay of gonadotropin (fsh),CLFS 2025 Q1V1.csv,18.58,18.58
3. LAB,2025,83002,NATIONAL,,2025-01-01,Assay of gonadotropin (lh),CLFS 2025 Q1V1.csv,18.52,18.52
3. LAB,2025,83002,NATIONAL,QW,2025-01-01,Assay of gonadotropin (lh),CLFS 2025 Q1V1.csv,18.52,18.52
3. LAB,2025,83003,NATIONAL,,2025-01-01,Assay growth hormone (hgh),CLFS 2025 Q1V1.csv,16.67,16.67
3. LAB,2025,83006,NATIONAL,,2025-01-01,Growth stimulation gene 2,CLFS 2025 Q1V1.csv,75.6,75.6
3. LAB,2025,83009,NATIONAL,,2025-01-01,H pylori (c-13) blood,CLFS 2025 Q1V1.csv,67.36,67.36
3. LAB,2025,83010,NATIONAL,,2025-01-01,Assay of haptoglobin quant,CLFS 2025 Q1V1.csv,12.58,12.58
3. LAB,2025,83012,NATIONAL,,2025-01-01,Assay of haptoglobins,CLFS 2025 Q1V1.csv,26.89,26.89
3. LAB,2025,83013,NATIONAL,,2025-01-01,H pylori (c-13) breath,CLFS 2025 Q1V1.csv,67.36,67.36
3. LAB,2025,83014,NATIONAL,,2025-01-01,H pylori drug admin,CLFS 2025 Q1V1.csv,7.86,7.86
3. LAB,2025,83015,NATIONAL,,2025-01-01,Heavy metal qual any anal,CLFS 2025 Q1V1.csv,20.94,20.94
3. LAB,2025,83018,NATIONAL,,2025-01-01,Heavy metal quant each nes,CLFS 2025 Q1V1.csv,21.96,21.96
3. LAB,2025,83020,NATIONAL,,2025-01-01,Hemoglobin electrophoresis,CLFS 2025 Q1V1.csv,12.87,12.87
3. LAB,2025,83021,NATIONAL,,2025-01-01,Hemoglobin chromotography,CLFS 2025 Q1V1.csv,18.06,18.06
3. LAB,2025,83026,NATIONAL,,2025-01-01,Hemoglobin copper sulfate,CLFS 2025 Q1V1.csv,4.01,4.01
3. LAB,2025,83030,NATIONAL,,2025-01-01,Hemoglobin f fetal chemical,CLFS 2025 Q1V1.csv,10.74,10.74
3. LAB,2025,83033,NATIONAL,,2025-01-01,Hemoglobin ftl f assay qual,CLFS 2025 Q1V1.csv,8.0,8.0
3. LAB,2025,83036,NATIONAL,,2025-01-01,Hemoglobin glycosylated a1c,CLFS 2025 Q1V1.csv,9.71,9.71
3. LAB,2025,83036,NATIONAL,QW,2025-01-01,Hemoglobin glycosylated a1c,CLFS 2025 Q1V1.csv,9.71,9.71
3. LAB,2025,83037,NATIONAL,,2025-01-01,Hb glycosylated a1c home dev,CLFS 2025 Q1V1.csv,9.71,9.71
3. LAB,2025,83037,NATIONAL,QW,2025-01-01,Hb glycosylated a1c home dev,CLFS 2025 Q1V1.csv,9.71,9.71
3. LAB,2025,83045,NATIONAL,,2025-01-01,Hgb methemoglobin qual,CLFS 2025 Q1V1.csv,6.49,6.49
3. LAB,2025,83050,NATIONAL,,2025-01-01,Hgb methemoglobin quan,CLFS 2025 Q1V1.csv,8.2,8.2
3. LAB,2025,83051,NATIONAL,,2025-01-01,Hemoglobin plasma,CLFS 2025 Q1V1.csv,7.31,7.31
3. LAB,2025,83060,NATIONAL,,2025-01-01,Hgb sulfhemoglobin quan,CLFS 2025 Q1V1.csv,8.8,8.8
3. LAB,2025,83065,NATIONAL,,2025-01-01,Hemoglobin thermolabile,CLFS 2025 Q1V1.csv,9.0,9.0
3. LAB,2025,83068,NATIONAL,,2025-01-01,Hemoglobin unstable screen,CLFS 2025 Q1V1.csv,9.47,9.47
3. LAB,2025,83069,NATIONAL,,2025-01-01,Hemoglobin urine,CLFS 2025 Q1V1.csv,3.95,3.95
3. LAB,2025,83070,NATIONAL,,2025-01-01,Assay of hemosiderin qual,CLFS 2025 Q1V1.csv,4.75,4.75
3. LAB,2025,83080,NATIONAL,,2025-01-01,Assay of b hexosaminidase ea,CLFS 2025 Q1V1.csv,16.87,16.87
3. LAB,2025,83088,NATIONAL,,2025-01-01,Assay of histamine,CLFS 2025 Q1V1.csv,29.53,29.53
3. LAB,2025,83090,NATIONAL,,2025-01-01,Assay of homocysteine,CLFS 2025 Q1V1.csv,17.92,17.92
3. LAB,2025,83150,NATIONAL,,2025-01-01,Assay of homovanillic acid,CLFS 2025 Q1V1.csv,22.41,22.41
3. LAB,2025,83491,NATIONAL,,2025-01-01,Asy hydroxycorticosteroids17,CLFS 2025 Q1V1.csv,17.9,17.9
3. LAB,2025,83497,NATIONAL,,2025-01-01,Assay of 5-hiaa,CLFS 2025 Q1V1.csv,12.9,12.9
3. LAB,2025,83498,NATIONAL,,2025-01-01,Asy hydroxyprogesterone 17-d,CLFS 2025 Q1V1.csv,27.17,27.17
3. LAB,2025,83500,NATIONAL,,2025-01-01,Assay free hydroxyproline,CLFS 2025 Q1V1.csv,22.65,22.65
3. LAB,2025,83505,NATIONAL,,2025-01-01,Assay total hydroxyproline,CLFS 2025 Q1V1.csv,24.3,24.3
3. LAB,2025,83516,NATIONAL,,2025-01-01,Immunoassay nonantibody,CLFS 2025 Q1V1.csv,11.53,11.53
3. LAB,2025,83516,NATIONAL,QW,2025-01-01,Immunoassay nonantibody,CLFS 2025 Q1V1.csv,11.53,11.53
3. LAB,2025,83518,NATIONAL,,2025-01-01,Immunoassay dipstick,CLFS 2025 Q1V1.csv,9.64,9.64
3. LAB,2025,83518,NATIONAL,QW,2025-01-01,Immunoassay dipstick,CLFS 2025 Q1V1.csv,9.64,9.64
3. LAB,2025,83519,NATIONAL,,2025-01-01,Ria nonantibody,CLFS 2025 Q1V1.csv,18.4,18.4
3. LAB,2025,83520,NATIONAL,,2025-01-01,Immunoassay quant nos nonab,CLFS 2025 Q1V1.csv,17.27,17.27
3. LAB,2025,83520,NATIONAL,QW,2025-01-01,Immunoassay quant nos nonab,CLFS 2025 Q1V1.csv,17.27,17.27
3. LAB,2025,83521,NATIONAL,,2025-01-01,Ig light chains free each,CLFS 2025 Q1V1.csv,17.27,17.27
3. LAB,2025,83525,NATIONAL,,2025-01-01,Assay of insulin,CLFS 2025 Q1V1.csv,11.43,11.43
3. LAB,2025,83527,NATIONAL,,2025-01-01,Assay of insulin,CLFS 2025 Q1V1.csv,12.95,12.95
3. LAB,2025,83528,NATIONAL,,2025-01-01,Assay of intrinsic factor,CLFS 2025 Q1V1.csv,19.82,19.82
3. LAB,2025,83529,NATIONAL,,2025-01-01,Asay of interleukin-6 (il-6),CLFS 2025 Q1V1.csv,17.27,17.27
3. LAB,2025,83540,NATIONAL,,2025-01-01,Assay of iron,CLFS 2025 Q1V1.csv,6.47,6.47
3. LAB,2025,83550,NATIONAL,,2025-01-01,Iron binding test,CLFS 2025 Q1V1.csv,8.74,8.74
3. LAB,2025,83570,NATIONAL,,2025-01-01,Assay of idh enzyme,CLFS 2025 Q1V1.csv,8.85,8.85
3. LAB,2025,83582,NATIONAL,,2025-01-01,Assay of ketogenic steroids,CLFS 2025 Q1V1.csv,15.47,15.47
3. LAB,2025,83586,NATIONAL,,2025-01-01,Assay 17- ketosteroids,CLFS 2025 Q1V1.csv,12.8,12.8
3. LAB,2025,83593,NATIONAL,,2025-01-01,Fractionation ketosteroids,CLFS 2025 Q1V1.csv,28.5,28.5
3. LAB,2025,83605,NATIONAL,,2025-01-01,Assay of lactic acid,CLFS 2025 Q1V1.csv,11.57,11.57
3. LAB,2025,83605,NATIONAL,QW,2025-01-01,Assay of lactic acid,CLFS 2025 Q1V1.csv,11.57,11.57
3. LAB,2025,83615,NATIONAL,,2025-01-01,Lactate (ld) (ldh) enzyme,CLFS 2025 Q1V1.csv,6.04,6.04
3. LAB,2025,83625,NATIONAL,,2025-01-01,Assay of ldh enzymes,CLFS 2025 Q1V1.csv,12.79,12.79
3. LAB,2025,83630,NATIONAL,,2025-01-01,Lactoferrin fecal (qual),CLFS 2025 Q1V1.csv,19.7,19.7
3. LAB,2025,83631,NATIONAL,,2025-01-01,Lactoferrin fecal (quant),CLFS 2025 Q1V1.csv,19.63,19.63
3. LAB,2025,83632,NATIONAL,,2025-01-01,Placental lactogen,CLFS 2025 Q1V1.csv,20.22,20.22
3. LAB,2025,83633,NATIONAL,,2025-01-01,Test urine for lactose,CLFS 2025 Q1V1.csv,11.25,11.25
3. LAB,2025,83655,NATIONAL,,2025-01-01,Assay of lead,CLFS 2025 Q1V1.csv,12.11,12.11
3. LAB,2025,83655,NATIONAL,QW,2025-01-01,Assay of lead,CLFS 2025 Q1V1.csv,12.11,12.11
3. LAB,2025,83661,NATIONAL,,2025-01-01,L/s ratio fetal lung,CLFS 2025 Q1V1.csv,21.99,21.99
3. LAB,2025,83662,NATIONAL,,2025-01-01,Foam stability fetal lung,CLFS 2025 Q1V1.csv,18.91,18.91
3. LAB,2025,83663,NATIONAL,,2025-01-01,Fluoro polarize fetal lung,CLFS 2025 Q1V1.csv,18.91,18.91
3. LAB,2025,83664,NATIONAL,,2025-01-01,Lamellar bdy fetal lung,CLFS 2025 Q1V1.csv,19.32,19.32
3. LAB,2025,83670,NATIONAL,,2025-01-01,Assay of lap enzyme,CLFS 2025 Q1V1.csv,9.81,9.81
3. LAB,2025,83690,NATIONAL,,2025-01-01,Assay of lipase,CLFS 2025 Q1V1.csv,6.89,6.89
3. LAB,2025,83695,NATIONAL,,2025-01-01,Assay of lipoprotein(a),CLFS 2025 Q1V1.csv,14.32,14.32
3. LAB,2025,83698,NATIONAL,,2025-01-01,Assay lipoprotein pla2,CLFS 2025 Q1V1.csv,46.31,46.31
3. LAB,2025,83700,NATIONAL,,2025-01-01,Lipopro bld electrophoretic,CLFS 2025 Q1V1.csv,11.26,11.26
3. LAB,2025,83701,NATIONAL,,2025-01-01,Lipoprotein bld hr fraction,CLFS 2025 Q1V1.csv,33.86,33.86
3. LAB,2025,83704,NATIONAL,,2025-01-01,Lipoprotein bld quan part,CLFS 2025 Q1V1.csv,34.19,34.19
3. LAB,2025,83718,NATIONAL,,2025-01-01,Assay of lipoprotein,CLFS 2025 Q1V1.csv,8.19,8.19
3. LAB,2025,83718,NATIONAL,QW,2025-01-01,Assay of lipoprotein,CLFS 2025 Q1V1.csv,8.19,8.19
3. LAB,2025,83719,NATIONAL,,2025-01-01,Assay of blood lipoprotein,CLFS 2025 Q1V1.csv,12.75,12.75
3. LAB,2025,83721,NATIONAL,,2025-01-01,Assay of blood lipoprotein,CLFS 2025 Q1V1.csv,10.5,10.5
3. LAB,2025,83721,NATIONAL,QW,2025-01-01,Assay of blood lipoprotein,CLFS 2025 Q1V1.csv,10.5,10.5
3. LAB,2025,83722,NATIONAL,,2025-01-01,Lipoprtn dir meas sd ldl chl,CLFS 2025 Q1V1.csv,34.19,34.19
3. LAB,2025,83727,NATIONAL,,2025-01-01,Assay of lrh hormone,CLFS 2025 Q1V1.csv,17.19,17.19
3. LAB,2025,83735,NATIONAL,,2025-01-01,Assay of magnesium,CLFS 2025 Q1V1.csv,6.7,6.7
3. LAB,2025,83775,NATIONAL,,2025-01-01,Assay malate dehydrogenase,CLFS 2025 Q1V1.csv,7.37,7.37
3. LAB,2025,83785,NATIONAL,,2025-01-01,Assay of manganese,CLFS 2025 Q1V1.csv,26.65,26.65
3. LAB,2025,83789,NATIONAL,,2025-01-01,Mass spectrometry qual/quan,CLFS 2025 Q1V1.csv,24.11,24.11
3. LAB,2025,83825,NATIONAL,,2025-01-01,Assay of mercury,CLFS 2025 Q1V1.csv,16.26,16.26
3. LAB,2025,83835,NATIONAL,,2025-01-01,Assay of metanephrines,CLFS 2025 Q1V1.csv,16.94,16.94
3. LAB,2025,83857,NATIONAL,,2025-01-01,Assay of methemalbumin,CLFS 2025 Q1V1.csv,10.74,10.74
3. LAB,2025,83861,NATIONAL,,2025-01-01,Microfluid analy tears,CLFS 2025 Q1V1.csv,22.48,22.48
3. LAB,2025,83861,NATIONAL,QW,2025-01-01,Microfluid analy tears,CLFS 2025 Q1V1.csv,22.48,22.48
3. LAB,2025,83864,NATIONAL,,2025-01-01,Mucopolysaccharides,CLFS 2025 Q1V1.csv,28.5,28.5
3. LAB,2025,83872,NATIONAL,,2025-01-01,Assay synovial fluid mucin,CLFS 2025 Q1V1.csv,5.86,5.86
3. LAB,2025,83873,NATIONAL,,2025-01-01,Assay of csf protein,CLFS 2025 Q1V1.csv,17.2,17.2
3. LAB,2025,83874,NATIONAL,,2025-01-01,Assay of myoglobin,CLFS 2025 Q1V1.csv,12.92,12.92
3. LAB,2025,83876,NATIONAL,,2025-01-01,Assay myeloperoxidase,CLFS 2025 Q1V1.csv,50.86,50.86
3. LAB,2025,83880,NATIONAL,,2025-01-01,Assay of natriuretic peptide,CLFS 2025 Q1V1.csv,39.26,39.26
3. LAB,2025,83880,NATIONAL,QW,2025-01-01,Assay of natriuretic peptide,CLFS 2025 Q1V1.csv,39.26,39.26
3. LAB,2025,83883,NATIONAL,,2025-01-01,Assay nephelometry not spec,CLFS 2025 Q1V1.csv,13.6,13.6
3. LAB,2025,83884,NATIONAL,,2025-01-01,Assay neurflmnt light chain,CLFS 2025 Q1V1.csv,0.0,0.0
3. LAB,2025,83885,NATIONAL,,2025-01-01,Assay of nickel,CLFS 2025 Q1V1.csv,24.51,24.51
3. LAB,2025,83915,NATIONAL,,2025-01-01,Assay of nucleotidase,CLFS 2025 Q1V1.csv,11.15,11.15
3. LAB,2025,83916,NATIONAL,,2025-01-01,Oligoclonal bands,CLFS 2025 Q1V1.csv,27.39,27.39
3. LAB,2025,83918,NATIONAL,,2025-01-01,Organic acids total quant,CLFS 2025 Q1V1.csv,23.6,23.6
3. LAB,2025,83919,NATIONAL,,2025-01-01,Organic acids qual each,CLFS 2025 Q1V1.csv,16.45,16.45
3. LAB,2025,83921,NATIONAL,,2025-01-01,Organic acid single quant,CLFS 2025 Q1V1.csv,21.21,21.21
3. LAB,2025,83930,NATIONAL,,2025-01-01,Assay of blood osmolality,CLFS 2025 Q1V1.csv,6.61,6.61
3. LAB,2025,83935,NATIONAL,,2025-01-01,Assay of urine osmolality,CLFS 2025 Q1V1.csv,6.82,6.82
3. LAB,2025,83937,NATIONAL,,2025-01-01,Assay of osteocalcin,CLFS 2025 Q1V1.csv,29.85,29.85
3. LAB,2025,83945,NATIONAL,,2025-01-01,Assay of oxalate,CLFS 2025 Q1V1.csv,14.45,14.45
3. LAB,2025,83950,NATIONAL,,2025-01-01,Oncoprotein her-2/neu,CLFS 2025 Q1V1.csv,64.41,64.41
3. LAB,2025,83951,NATIONAL,,2025-01-01,Oncoprotein dcp,CLFS 2025 Q1V1.csv,64.41,64.41
3. LAB,2025,83970,NATIONAL,,2025-01-01,Assay of parathormone,CLFS 2025 Q1V1.csv,41.28,41.28
3. LAB,2025,83986,NATIONAL,,2025-01-01,Assay ph body fluid nos,CLFS 2025 Q1V1.csv,3.58,3.58
3. LAB,2025,83986,NATIONAL,QW,2025-01-01,Assay ph body fluid nos,CLFS 2025 Q1V1.csv,3.58,3.58
3. LAB,2025,83987,NATIONAL,,2025-01-01,Exhaled breath condensate,CLFS 2025 Q1V1.csv,3.58,3.58
3. LAB,2025,83993,NATIONAL,,2025-01-01,Assay for calprotectin fecal,CLFS 2025 Q1V1.csv,19.63,19.63
3. LAB,2025,84030,NATIONAL,,2025-01-01,Assay of blood pku,CLFS 2025 Q1V1.csv,5.5,5.5
3. LAB,2025,84035,NATIONAL,,2025-01-01,Assay of phenylketones,CLFS 2025 Q1V1.csv,3.98,3.98
3. LAB,2025,84060,NATIONAL,,2025-01-01,Assay acid phosphatase,CLFS 2025 Q1V1.csv,7.64,7.64
3. LAB,2025,84066,NATIONAL,,2025-01-01,Assay prostate phosphatase,CLFS 2025 Q1V1.csv,9.66,9.66
3. LAB,2025,84075,NATIONAL,,2025-01-01,Assay alkaline phosphatase,CLFS 2025 Q1V1.csv,5.18,5.18
3. LAB,2025,84075,NATIONAL,QW,2025-01-01,Assay alkaline phosphatase,CLFS 2025 Q1V1.csv,5.18,5.18
3. LAB,2025,84078,NATIONAL,,2025-01-01,Assay alkaline phosphatase,CLFS 2025 Q1V1.csv,8.26,8.26
3. LAB,2025,84080,NATIONAL,,2025-01-01,Assay alkaline phosphatases,CLFS 2025 Q1V1.csv,14.78,14.78
3. LAB,2025,84081,NATIONAL,,2025-01-01,Assay phosphatidylglycerol,CLFS 2025 Q1V1.csv,16.52,16.52
3. LAB,2025,84085,NATIONAL,,2025-01-01,Assay of rbc pg6d enzyme,CLFS 2025 Q1V1.csv,9.44,9.44
3. LAB,2025,84087,NATIONAL,,2025-01-01,Assay phosphohexose enzymes,CLFS 2025 Q1V1.csv,10.73,10.73
3. LAB,2025,84100,NATIONAL,,2025-01-01,Assay of phosphorus,CLFS 2025 Q1V1.csv,4.74,4.74
3. LAB,2025,84105,NATIONAL,,2025-01-01,Assay of urine phosphorus,CLFS 2025 Q1V1.csv,5.78,5.78
3. LAB,2025,84106,NATIONAL,,2025-01-01,Test for porphobilinogen,CLFS 2025 Q1V1.csv,5.82,5.82
3. LAB,2025,84110,NATIONAL,,2025-01-01,Assay of porphobilinogen,CLFS 2025 Q1V1.csv,8.44,8.44
3. LAB,2025,84112,NATIONAL,,2025-01-01,Eval amniotic fluid protein,CLFS 2025 Q1V1.csv,98.11,98.11
3. LAB,2025,84119,NATIONAL,,2025-01-01,Test urine for porphyrins,CLFS 2025 Q1V1.csv,13.36,13.36
3. LAB,2025,84120,NATIONAL,,2025-01-01,Assay of urine porphyrins,CLFS 2025 Q1V1.csv,14.71,14.71
3. LAB,2025,84126,NATIONAL,,2025-01-01,Assay of feces porphyrins,CLFS 2025 Q1V1.csv,39.11,39.11
3. LAB,2025,84132,NATIONAL,,2025-01-01,Assay of serum potassium,CLFS 2025 Q1V1.csv,4.76,4.76
3. LAB,2025,84132,NATIONAL,QW,2025-01-01,Assay of serum potassium,CLFS 2025 Q1V1.csv,4.76,4.76
3. LAB,2025,84133,NATIONAL,,2025-01-01,Assay of urine potassium,CLFS 2025 Q1V1.csv,4.73,4.73
3. LAB,2025,84134,NATIONAL,,2025-01-01,Assay of prealbumin,CLFS 2025 Q1V1.csv,14.59,14.59
3. LAB,2025,84135,NATIONAL,,2025-01-01,Assay of pregnanediol,CLFS 2025 Q1V1.csv,21.27,21.27
3. LAB,2025,84138,NATIONAL,,2025-01-01,Assay of pregnanetriol,CLFS 2025 Q1V1.csv,21.05,21.05
3. LAB,2025,84140,NATIONAL,,2025-01-01,Assay of pregnenolone,CLFS 2025 Q1V1.csv,20.67,20.67
3. LAB,2025,84143,NATIONAL,,2025-01-01,Assay of 17-hydroxypregneno,CLFS 2025 Q1V1.csv,22.81,22.81
3. LAB,2025,84144,NATIONAL,,2025-01-01,Assay of progesterone,CLFS 2025 Q1V1.csv,20.86,20.86
3. LAB,2025,84145,NATIONAL,,2025-01-01,Procalcitonin (pct),CLFS 2025 Q1V1.csv,27.22,27.22
3. LAB,2025,84146,NATIONAL,,2025-01-01,Assay of prolactin,CLFS 2025 Q1V1.csv,19.38,19.38
3. LAB,2025,84150,NATIONAL,,2025-01-01,Assay of prostaglandin,CLFS 2025 Q1V1.csv,41.77,41.77
3. LAB,2025,84152,NATIONAL,,2025-01-01,Assay of psa complexed,CLFS 2025 Q1V1.csv,18.39,18.39
3. LAB,2025,84153,NATIONAL,,2025-01-01,Assay of psa total,CLFS 2025 Q1V1.csv,18.39,18.39
3. LAB,2025,84154,NATIONAL,,2025-01-01,Assay of psa free,CLFS 2025 Q1V1.csv,18.39,18.39
3. LAB,2025,84155,NATIONAL,,2025-01-01,Assay of protein serum,CLFS 2025 Q1V1.csv,3.67,3.67
3. LAB,2025,84155,NATIONAL,QW,2025-01-01,Assay of protein serum,CLFS 2025 Q1V1.csv,3.67,3.67
3. LAB,2025,84156,NATIONAL,,2025-01-01,Assay of protein urine,CLFS 2025 Q1V1.csv,3.67,3.67
3. LAB,2025,84157,NATIONAL,,2025-01-01,Assay of protein other,CLFS 2025 Q1V1.csv,4.0,4.0
3. LAB,2025,84157,NATIONAL,QW,2025-01-01,Assay of protein other,CLFS 2025 Q1V1.csv,4.0,4.0
