CMS SCHEDULE,YEAR,EFF_DATE,HCPCS,MOD,SHORTDESC,GEOGRAPHY,FILE_NAME,NF RATE,F RATE
4. DME,2025,2025-01-01,E2382,NUKU,"Tube, pneum wheel drive tire",OR (NR),DMEPOS_JAN.csv,24.58,24.58
4. DME,2025,2025-01-01,E2382,,"Tube, pneum wheel drive tire",OR (NR),DMEPOS_JAN.csv,2.22,2.22
4. DME,2025,2025-01-01,E2382,RRKE,"Tube, pneum wheel drive tire",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2382,RRKU,"Tube, pneum wheel drive tire",OR (NR),DMEPOS_JAN.csv,2.41,2.41
4. DME,2025,2025-01-01,E2382,,"Tube, pneum wheel drive tire",OR (NR),DMEPOS_JAN.csv,16.65,16.65
4. DME,2025,2025-01-01,E2382,UEKE,"Tube, pneum wheel drive tire",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2382,UEKU,"Tube, pneum wheel drive tire",OR (NR),DMEPOS_JAN.csv,18.43,18.43
4. DME,2025,2025-01-01,E2383,,"Insert, pneum wheel drive",OR (NR),DMEPOS_JAN.csv,145.15,145.15
4. DME,2025,2025-01-01,E2383,NUKE,"Insert, pneum wheel drive",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2383,NUKU,"Insert, pneum wheel drive",OR (NR),DMEPOS_JAN.csv,179.83,179.83
4. DME,2025,2025-01-01,E2383,,"Insert, pneum wheel drive",OR (NR),DMEPOS_JAN.csv,14.52,14.52
4. DME,2025,2025-01-01,E2383,RRKE,"Insert, pneum wheel drive",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2383,RRKU,"Insert, pneum wheel drive",OR (NR),DMEPOS_JAN.csv,17.96,17.96
4. DME,2025,2025-01-01,E2383,,"Insert, pneum wheel drive",OR (NR),DMEPOS_JAN.csv,108.86,108.86
4. DME,2025,2025-01-01,E2383,UEKE,"Insert, pneum wheel drive",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2383,UEKU,"Insert, pneum wheel drive",OR (NR),DMEPOS_JAN.csv,134.9,134.9
4. DME,2025,2025-01-01,E2384,,Pneumatic caster tire,OR (NR),DMEPOS_JAN.csv,70.54,70.54
4. DME,2025,2025-01-01,E2384,NUKE,Pneumatic caster tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2384,NUKU,Pneumatic caster tire,OR (NR),DMEPOS_JAN.csv,95.84,95.84
4. DME,2025,2025-01-01,E2384,,Pneumatic caster tire,OR (NR),DMEPOS_JAN.csv,7.05,7.05
4. DME,2025,2025-01-01,E2384,RRKE,Pneumatic caster tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2384,RRKU,Pneumatic caster tire,OR (NR),DMEPOS_JAN.csv,9.56,9.56
4. DME,2025,2025-01-01,E2384,,Pneumatic caster tire,OR (NR),DMEPOS_JAN.csv,52.91,52.91
4. DME,2025,2025-01-01,E2384,UEKE,Pneumatic caster tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2384,UEKU,Pneumatic caster tire,OR (NR),DMEPOS_JAN.csv,71.84,71.84
4. DME,2025,2025-01-01,E2385,,"Tube, pneumatic caster tire",OR (NR),DMEPOS_JAN.csv,53.26,53.26
4. DME,2025,2025-01-01,E2385,NUKE,"Tube, pneumatic caster tire",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2385,NUKU,"Tube, pneumatic caster tire",OR (NR),DMEPOS_JAN.csv,58.6,58.6
4. DME,2025,2025-01-01,E2385,,"Tube, pneumatic caster tire",OR (NR),DMEPOS_JAN.csv,5.33,5.33
4. DME,2025,2025-01-01,E2385,RRKE,"Tube, pneumatic caster tire",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2385,RRKU,"Tube, pneumatic caster tire",OR (NR),DMEPOS_JAN.csv,5.87,5.87
4. DME,2025,2025-01-01,E2385,,"Tube, pneumatic caster tire",OR (NR),DMEPOS_JAN.csv,39.94,39.94
4. DME,2025,2025-01-01,E2385,UEKE,"Tube, pneumatic caster tire",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2385,UEKU,"Tube, pneumatic caster tire",OR (NR),DMEPOS_JAN.csv,43.96,43.96
4. DME,2025,2025-01-01,E2386,,Foam filled drive wheel tire,OR (NR),DMEPOS_JAN.csv,118.61,118.61
4. DME,2025,2025-01-01,E2386,NUKE,Foam filled drive wheel tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2386,NUKU,Foam filled drive wheel tire,OR (NR),DMEPOS_JAN.csv,178.21,178.21
4. DME,2025,2025-01-01,E2386,,Foam filled drive wheel tire,OR (NR),DMEPOS_JAN.csv,11.86,11.86
4. DME,2025,2025-01-01,E2386,RRKE,Foam filled drive wheel tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2386,RRKU,Foam filled drive wheel tire,OR (NR),DMEPOS_JAN.csv,17.83,17.83
4. DME,2025,2025-01-01,E2386,,Foam filled drive wheel tire,OR (NR),DMEPOS_JAN.csv,88.96,88.96
4. DME,2025,2025-01-01,E2386,UEKE,Foam filled drive wheel tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2386,UEKU,Foam filled drive wheel tire,OR (NR),DMEPOS_JAN.csv,133.68,133.68
4. DME,2025,2025-01-01,E2387,,Foam filled caster tire,OR (NR),DMEPOS_JAN.csv,56.31,56.31
4. DME,2025,2025-01-01,E2387,NUKE,Foam filled caster tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2387,NUKU,Foam filled caster tire,OR (NR),DMEPOS_JAN.csv,76.89,76.89
4. DME,2025,2025-01-01,E2387,,Foam filled caster tire,OR (NR),DMEPOS_JAN.csv,5.63,5.63
4. DME,2025,2025-01-01,E2387,RRKE,Foam filled caster tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2387,RRKU,Foam filled caster tire,OR (NR),DMEPOS_JAN.csv,7.67,7.67
4. DME,2025,2025-01-01,E2387,,Foam filled caster tire,OR (NR),DMEPOS_JAN.csv,42.24,42.24
4. DME,2025,2025-01-01,E2387,UEKE,Foam filled caster tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2387,UEKU,Foam filled caster tire,OR (NR),DMEPOS_JAN.csv,57.67,57.67
4. DME,2025,2025-01-01,E2388,,Foam drive wheel tire,OR (NR),DMEPOS_JAN.csv,57.95,57.95
4. DME,2025,2025-01-01,E2388,NUKE,Foam drive wheel tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2388,NUKU,Foam drive wheel tire,OR (NR),DMEPOS_JAN.csv,60.66,60.66
4. DME,2025,2025-01-01,E2388,,Foam drive wheel tire,OR (NR),DMEPOS_JAN.csv,5.8,5.8
4. DME,2025,2025-01-01,E2388,RRKE,Foam drive wheel tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2388,RRKU,Foam drive wheel tire,OR (NR),DMEPOS_JAN.csv,6.07,6.07
4. DME,2025,2025-01-01,E2388,,Foam drive wheel tire,OR (NR),DMEPOS_JAN.csv,43.47,43.47
4. DME,2025,2025-01-01,E2388,UEKE,Foam drive wheel tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2388,UEKU,Foam drive wheel tire,OR (NR),DMEPOS_JAN.csv,45.53,45.53
4. DME,2025,2025-01-01,E2389,,Foam caster tire,OR (NR),DMEPOS_JAN.csv,32.39,32.39
4. DME,2025,2025-01-01,E2389,NUKE,Foam caster tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2389,NUKU,Foam caster tire,OR (NR),DMEPOS_JAN.csv,32.95,32.95
4. DME,2025,2025-01-01,E2389,,Foam caster tire,OR (NR),DMEPOS_JAN.csv,3.24,3.24
4. DME,2025,2025-01-01,E2389,RRKE,Foam caster tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2389,RRKU,Foam caster tire,OR (NR),DMEPOS_JAN.csv,3.31,3.31
4. DME,2025,2025-01-01,E2389,,Foam caster tire,OR (NR),DMEPOS_JAN.csv,24.3,24.3
4. DME,2025,2025-01-01,E2389,UEKE,Foam caster tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2389,UEKU,Foam caster tire,OR (NR),DMEPOS_JAN.csv,24.69,24.69
4. DME,2025,2025-01-01,E2390,,Solid drive wheel tire,OR (NR),DMEPOS_JAN.csv,50.16,50.16
4. DME,2025,2025-01-01,E2390,NUKE,Solid drive wheel tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2390,NUKU,Solid drive wheel tire,OR (NR),DMEPOS_JAN.csv,51.54,51.54
4. DME,2025,2025-01-01,E2390,,Solid drive wheel tire,OR (NR),DMEPOS_JAN.csv,5.01,5.01
4. DME,2025,2025-01-01,E2390,RRKE,Solid drive wheel tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2390,RRKU,Solid drive wheel tire,OR (NR),DMEPOS_JAN.csv,5.16,5.16
4. DME,2025,2025-01-01,E2390,,Solid drive wheel tire,OR (NR),DMEPOS_JAN.csv,37.62,37.62
4. DME,2025,2025-01-01,E2390,UEKE,Solid drive wheel tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2390,UEKU,Solid drive wheel tire,OR (NR),DMEPOS_JAN.csv,38.63,38.63
4. DME,2025,2025-01-01,E2391,,Solid caster tire,OR (NR),DMEPOS_JAN.csv,20.09,20.09
4. DME,2025,2025-01-01,E2391,NUKE,Solid caster tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2391,NUKU,Solid caster tire,OR (NR),DMEPOS_JAN.csv,24.68,24.68
4. DME,2025,2025-01-01,E2391,,Solid caster tire,OR (NR),DMEPOS_JAN.csv,2.01,2.01
4. DME,2025,2025-01-01,E2391,RRKE,Solid caster tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2391,RRKU,Solid caster tire,OR (NR),DMEPOS_JAN.csv,2.48,2.48
4. DME,2025,2025-01-01,E2391,,Solid caster tire,OR (NR),DMEPOS_JAN.csv,15.07,15.07
4. DME,2025,2025-01-01,E2391,UEKE,Solid caster tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2391,UEKU,Solid caster tire,OR (NR),DMEPOS_JAN.csv,18.51,18.51
4. DME,2025,2025-01-01,E2392,,"Solid caster tire, integrate",OR (NR),DMEPOS_JAN.csv,48.94,48.94
4. DME,2025,2025-01-01,E2392,NUKE,"Solid caster tire, integrate",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2392,NUKU,"Solid caster tire, integrate",OR (NR),DMEPOS_JAN.csv,64.88,64.88
4. DME,2025,2025-01-01,E2392,,"Solid caster tire, integrate",OR (NR),DMEPOS_JAN.csv,4.9,4.9
4. DME,2025,2025-01-01,E2392,RRKE,"Solid caster tire, integrate",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2392,RRKU,"Solid caster tire, integrate",OR (NR),DMEPOS_JAN.csv,6.53,6.53
4. DME,2025,2025-01-01,E2392,,"Solid caster tire, integrate",OR (NR),DMEPOS_JAN.csv,36.71,36.71
4. DME,2025,2025-01-01,E2392,UEKE,"Solid caster tire, integrate",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2392,UEKU,"Solid caster tire, integrate",OR (NR),DMEPOS_JAN.csv,48.67,48.67
4. DME,2025,2025-01-01,E2394,,Drive wheel excludes tire,OR (NR),DMEPOS_JAN.csv,66.49,66.49
4. DME,2025,2025-01-01,E2394,NUKE,Drive wheel excludes tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2394,NUKU,Drive wheel excludes tire,OR (NR),DMEPOS_JAN.csv,92.45,92.45
4. DME,2025,2025-01-01,E2394,,Drive wheel excludes tire,OR (NR),DMEPOS_JAN.csv,6.65,6.65
4. DME,2025,2025-01-01,E2394,RRKE,Drive wheel excludes tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2394,RRKU,Drive wheel excludes tire,OR (NR),DMEPOS_JAN.csv,9.27,9.27
4. DME,2025,2025-01-01,E2394,,Drive wheel excludes tire,OR (NR),DMEPOS_JAN.csv,49.87,49.87
4. DME,2025,2025-01-01,E2394,UEKE,Drive wheel excludes tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2394,UEKU,Drive wheel excludes tire,OR (NR),DMEPOS_JAN.csv,69.34,69.34
4. DME,2025,2025-01-01,E2395,,Caster wheel excludes tire,OR (NR),DMEPOS_JAN.csv,52.04,52.04
4. DME,2025,2025-01-01,E2395,NUKE,Caster wheel excludes tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2395,NUKU,Caster wheel excludes tire,OR (NR),DMEPOS_JAN.csv,65.69,65.69
4. DME,2025,2025-01-01,E2395,,Caster wheel excludes tire,OR (NR),DMEPOS_JAN.csv,5.2,5.2
4. DME,2025,2025-01-01,E2395,RRKE,Caster wheel excludes tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2395,RRKU,Caster wheel excludes tire,OR (NR),DMEPOS_JAN.csv,6.58,6.58
4. DME,2025,2025-01-01,E2395,,Caster wheel excludes tire,OR (NR),DMEPOS_JAN.csv,39.03,39.03
4. DME,2025,2025-01-01,E2395,UEKE,Caster wheel excludes tire,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2395,UEKU,Caster wheel excludes tire,OR (NR),DMEPOS_JAN.csv,49.26,49.26
4. DME,2025,2025-01-01,E2396,,Caster fork,OR (NR),DMEPOS_JAN.csv,60.09,60.09
4. DME,2025,2025-01-01,E2396,NUKE,Caster fork,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2396,NUKU,Caster fork,OR (NR),DMEPOS_JAN.csv,80.07,80.07
4. DME,2025,2025-01-01,E2396,,Caster fork,OR (NR),DMEPOS_JAN.csv,6.01,6.01
4. DME,2025,2025-01-01,E2396,RRKE,Caster fork,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2396,RRKU,Caster fork,OR (NR),DMEPOS_JAN.csv,8.56,8.56
4. DME,2025,2025-01-01,E2396,,Caster fork,OR (NR),DMEPOS_JAN.csv,45.07,45.07
4. DME,2025,2025-01-01,E2396,UEKE,Caster fork,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2396,UEKU,Caster fork,OR (NR),DMEPOS_JAN.csv,60.09,60.09
4. DME,2025,2025-01-01,E2397,,"Pwc acc, lith-based battery",OR (NR),DMEPOS_JAN.csv,492.9,492.9
4. DME,2025,2025-01-01,E2397,NUKU,"Pwc acc, lith-based battery",OR (NR),DMEPOS_JAN.csv,578.62,578.62
4. DME,2025,2025-01-01,E2397,,"Pwc acc, lith-based battery",OR (NR),DMEPOS_JAN.csv,49.29,49.29
4. DME,2025,2025-01-01,E2397,RRKU,"Pwc acc, lith-based battery",OR (NR),DMEPOS_JAN.csv,57.88,57.88
4. DME,2025,2025-01-01,E2397,,"Pwc acc, lith-based battery",OR (NR),DMEPOS_JAN.csv,369.67,369.67
4. DME,2025,2025-01-01,E2397,UEKU,"Pwc acc, lith-based battery",OR (NR),DMEPOS_JAN.csv,433.93,433.93
4. DME,2025,2025-01-01,E2398,,Wc dynamic pos back hardware,OR (NR),DMEPOS_JAN.csv,160.28,160.28
4. DME,2025,2025-01-01,E2398,NUKU,Wc dynamic pos back hardware,OR (NR),DMEPOS_JAN.csv,160.28,160.28
4. DME,2025,2025-01-01,E2398,,Wc dynamic pos back hardware,OR (NR),DMEPOS_JAN.csv,16.03,16.03
4. DME,2025,2025-01-01,E2398,RRKU,Wc dynamic pos back hardware,OR (NR),DMEPOS_JAN.csv,16.03,16.03
4. DME,2025,2025-01-01,E2398,,Wc dynamic pos back hardware,OR (NR),DMEPOS_JAN.csv,120.2,120.2
4. DME,2025,2025-01-01,E2398,UEKU,Wc dynamic pos back hardware,OR (NR),DMEPOS_JAN.csv,120.2,120.2
4. DME,2025,2025-01-01,E2402,,Neg press wound therapy pump,OR (NR),DMEPOS_JAN.csv,771.28,771.28
4. DME,2025,2025-01-01,E2500,,Sgd digitized pre-rec <=8min,OR (NR),DMEPOS_JAN.csv,546.37,546.37
4. DME,2025,2025-01-01,E2500,,Sgd digitized pre-rec <=8min,OR (NR),DMEPOS_JAN.csv,54.64,54.64
4. DME,2025,2025-01-01,E2500,,Sgd digitized pre-rec <=8min,OR (NR),DMEPOS_JAN.csv,409.77,409.77
4. DME,2025,2025-01-01,E2502,,Sgd prerec msg >8min <=20min,OR (NR),DMEPOS_JAN.csv,1670.75,1670.75
4. DME,2025,2025-01-01,E2502,,Sgd prerec msg >8min <=20min,OR (NR),DMEPOS_JAN.csv,167.1,167.1
4. DME,2025,2025-01-01,E2502,,Sgd prerec msg >8min <=20min,OR (NR),DMEPOS_JAN.csv,1253.08,1253.08
4. DME,2025,2025-01-01,E2504,,Sgd prerec msg>20min <=40min,OR (NR),DMEPOS_JAN.csv,2203.97,2203.97
4. DME,2025,2025-01-01,E2504,,Sgd prerec msg>20min <=40min,OR (NR),DMEPOS_JAN.csv,220.42,220.42
4. DME,2025,2025-01-01,E2504,,Sgd prerec msg>20min <=40min,OR (NR),DMEPOS_JAN.csv,1652.98,1652.98
4. DME,2025,2025-01-01,E2506,,Sgd prerec msg > 40 min,OR (NR),DMEPOS_JAN.csv,3231.64,3231.64
4. DME,2025,2025-01-01,E2506,,Sgd prerec msg > 40 min,OR (NR),DMEPOS_JAN.csv,323.15,323.15
4. DME,2025,2025-01-01,E2506,,Sgd prerec msg > 40 min,OR (NR),DMEPOS_JAN.csv,2423.69,2423.69
4. DME,2025,2025-01-01,E2508,,Sgd spelling phys contact,OR (NR),DMEPOS_JAN.csv,4997.21,4997.21
4. DME,2025,2025-01-01,E2508,,Sgd spelling phys contact,OR (NR),DMEPOS_JAN.csv,499.72,499.72
4. DME,2025,2025-01-01,E2508,,Sgd spelling phys contact,OR (NR),DMEPOS_JAN.csv,3747.92,3747.92
4. DME,2025,2025-01-01,E2510,,Sgd w multi methods msg/accs,OR (NR),DMEPOS_JAN.csv,9456.56,9456.56
4. DME,2025,2025-01-01,E2510,,Sgd w multi methods msg/accs,OR (NR),DMEPOS_JAN.csv,945.65,945.65
4. DME,2025,2025-01-01,E2510,,Sgd w multi methods msg/accs,OR (NR),DMEPOS_JAN.csv,7092.4,7092.4
4. DME,2025,2025-01-01,E2511,,Sgd sftwre prgrm for pc/pda,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2511,,Sgd sftwre prgrm for pc/pda,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2511,,Sgd sftwre prgrm for pc/pda,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2512,,"Sgd accessory, mounting sys",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2512,,"Sgd accessory, mounting sys",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2512,,"Sgd accessory, mounting sys",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2513,,"Sgd accessory, emg sensor",OR (NR),DMEPOS_JAN.csv,4402.94,4402.94
4. DME,2025,2025-01-01,E2513,,"Sgd accessory, emg sensor",OR (NR),DMEPOS_JAN.csv,440.31,440.31
4. DME,2025,2025-01-01,E2513,,"Sgd accessory, emg sensor",OR (NR),DMEPOS_JAN.csv,3302.22,3302.22
4. DME,2025,2025-01-01,E2601,,Gen w/c cushion wdth < 22 in,OR (NR),DMEPOS_JAN.csv,44.16,44.16
4. DME,2025,2025-01-01,E2601,NUKE,Gen w/c cushion wdth < 22 in,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2601,NUKU,Gen w/c cushion wdth < 22 in,OR (NR),DMEPOS_JAN.csv,73.65,73.65
4. DME,2025,2025-01-01,E2601,,Gen w/c cushion wdth < 22 in,OR (NR),DMEPOS_JAN.csv,4.42,4.42
4. DME,2025,2025-01-01,E2601,RRKE,Gen w/c cushion wdth < 22 in,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2601,RRKU,Gen w/c cushion wdth < 22 in,OR (NR),DMEPOS_JAN.csv,7.37,7.37
4. DME,2025,2025-01-01,E2601,,Gen w/c cushion wdth < 22 in,OR (NR),DMEPOS_JAN.csv,33.12,33.12
4. DME,2025,2025-01-01,E2601,UEKE,Gen w/c cushion wdth < 22 in,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2601,UEKU,Gen w/c cushion wdth < 22 in,OR (NR),DMEPOS_JAN.csv,55.24,55.24
4. DME,2025,2025-01-01,E2602,,Gen w/c cushion wdth >=22 in,OR (NR),DMEPOS_JAN.csv,97.58,97.58
4. DME,2025,2025-01-01,E2602,NUKE,Gen w/c cushion wdth >=22 in,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2602,NUKU,Gen w/c cushion wdth >=22 in,OR (NR),DMEPOS_JAN.csv,143.78,143.78
4. DME,2025,2025-01-01,E2602,,Gen w/c cushion wdth >=22 in,OR (NR),DMEPOS_JAN.csv,9.76,9.76
4. DME,2025,2025-01-01,E2602,RRKE,Gen w/c cushion wdth >=22 in,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2602,RRKU,Gen w/c cushion wdth >=22 in,OR (NR),DMEPOS_JAN.csv,14.4,14.4
4. DME,2025,2025-01-01,E2602,,Gen w/c cushion wdth >=22 in,OR (NR),DMEPOS_JAN.csv,73.19,73.19
4. DME,2025,2025-01-01,E2602,UEKE,Gen w/c cushion wdth >=22 in,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2602,UEKU,Gen w/c cushion wdth >=22 in,OR (NR),DMEPOS_JAN.csv,107.86,107.86
4. DME,2025,2025-01-01,E2603,,Skin protect wc cus wd <22in,OR (NR),DMEPOS_JAN.csv,119.53,119.53
4. DME,2025,2025-01-01,E2603,NUKE,Skin protect wc cus wd <22in,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2603,NUKU,Skin protect wc cus wd <22in,OR (NR),DMEPOS_JAN.csv,182.54,182.54
4. DME,2025,2025-01-01,E2603,,Skin protect wc cus wd <22in,OR (NR),DMEPOS_JAN.csv,11.95,11.95
4. DME,2025,2025-01-01,E2603,RRKE,Skin protect wc cus wd <22in,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2603,RRKU,Skin protect wc cus wd <22in,OR (NR),DMEPOS_JAN.csv,18.27,18.27
4. DME,2025,2025-01-01,E2603,,Skin protect wc cus wd <22in,OR (NR),DMEPOS_JAN.csv,89.64,89.64
4. DME,2025,2025-01-01,E2603,UEKE,Skin protect wc cus wd <22in,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2603,UEKU,Skin protect wc cus wd <22in,OR (NR),DMEPOS_JAN.csv,136.93,136.93
4. DME,2025,2025-01-01,E2604,,Skin protect wc cus wd>=22in,OR (NR),DMEPOS_JAN.csv,172.64,172.64
4. DME,2025,2025-01-01,E2604,NUKE,Skin protect wc cus wd>=22in,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2604,NUKU,Skin protect wc cus wd>=22in,OR (NR),DMEPOS_JAN.csv,226.91,226.91
4. DME,2025,2025-01-01,E2604,,Skin protect wc cus wd>=22in,OR (NR),DMEPOS_JAN.csv,17.26,17.26
4. DME,2025,2025-01-01,E2604,RRKE,Skin protect wc cus wd>=22in,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2604,RRKU,Skin protect wc cus wd>=22in,OR (NR),DMEPOS_JAN.csv,22.69,22.69
4. DME,2025,2025-01-01,E2604,,Skin protect wc cus wd>=22in,OR (NR),DMEPOS_JAN.csv,129.48,129.48
4. DME,2025,2025-01-01,E2604,UEKE,Skin protect wc cus wd>=22in,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2604,UEKU,Skin protect wc cus wd>=22in,OR (NR),DMEPOS_JAN.csv,170.18,170.18
4. DME,2025,2025-01-01,E2605,,Position wc cush wdth <22 in,OR (NR),DMEPOS_JAN.csv,243.89,243.89
4. DME,2025,2025-01-01,E2605,NUKE,Position wc cush wdth <22 in,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2605,NUKU,Position wc cush wdth <22 in,OR (NR),DMEPOS_JAN.csv,324.15,324.15
4. DME,2025,2025-01-01,E2605,,Position wc cush wdth <22 in,OR (NR),DMEPOS_JAN.csv,24.39,24.39
4. DME,2025,2025-01-01,E2605,RRKE,Position wc cush wdth <22 in,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2605,RRKU,Position wc cush wdth <22 in,OR (NR),DMEPOS_JAN.csv,32.42,32.42
4. DME,2025,2025-01-01,E2605,,Position wc cush wdth <22 in,OR (NR),DMEPOS_JAN.csv,182.92,182.92
4. DME,2025,2025-01-01,E2605,UEKE,Position wc cush wdth <22 in,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2605,UEKU,Position wc cush wdth <22 in,OR (NR),DMEPOS_JAN.csv,243.15,243.15
4. DME,2025,2025-01-01,E2606,,Position wc cush wdth>=22 in,OR (NR),DMEPOS_JAN.csv,378.12,378.12
4. DME,2025,2025-01-01,E2606,NUKE,Position wc cush wdth>=22 in,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2606,NUKU,Position wc cush wdth>=22 in,OR (NR),DMEPOS_JAN.csv,505.69,505.69
4. DME,2025,2025-01-01,E2606,,Position wc cush wdth>=22 in,OR (NR),DMEPOS_JAN.csv,37.81,37.81
4. DME,2025,2025-01-01,E2606,RRKE,Position wc cush wdth>=22 in,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2606,RRKU,Position wc cush wdth>=22 in,OR (NR),DMEPOS_JAN.csv,50.58,50.58
4. DME,2025,2025-01-01,E2606,,Position wc cush wdth>=22 in,OR (NR),DMEPOS_JAN.csv,283.59,283.59
4. DME,2025,2025-01-01,E2606,UEKE,Position wc cush wdth>=22 in,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E2606,UEKU,Position wc cush wdth>=22 in,OR (NR),DMEPOS_JAN.csv,379.23,379.23
