CMS SCHEDULE,YEAR,EFF_DATE,GEOGRAPHY,HCPCS,MOD,SHORTDESC,WORK RVU,NON-FAC PE RVU,FACILITY PE RVU,MP RVU,PW GPCI,PE GPCI,MP GPCI,CONV FACTOR,FILE_NAME,NF RVUS,F RVUS,NF RATE,F RATE
1. PFS,2025,2025-01-01,NATIONAL,49083,,Abd paracentesis w/imaging,2.0,6.37,0.95,0.2,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,8.57,3.1500000000000004,277.209505,101.89147500000001
1. PFS,2025,2025-01-01,NATIONAL,49084,,Peritoneal lavage,2.0,0.74,0.74,0.48,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.22,3.22,104.15573,104.15573
1. PFS,2025,2025-01-01,NATIONAL,49180,,Biopsy abdominal mass,1.73,3.28,0.54,0.17,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,5.18,2.44,167.55487,78.92546
1. PFS,2025,2025-01-01,NATIONAL,49185,,Sclerotx fluid collection,2.35,33.32,0.91,0.28,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,35.95,3.54,1162.856675,114.50661
1. PFS,2025,2025-01-01,NATIONAL,49186,,Opn exc/dstr ntra-abd 5 cm/<,22.0,13.1,13.1,4.4,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,39.5,39.5,1277.6867499999998,1277.6867499999998
1. PFS,2025,2025-01-01,NATIONAL,49187,,Opn exc/dstr ntra-abd 5.1-10,28.65,15.55,15.55,6.28,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,50.480000000000004,50.480000000000004,1632.85132,1632.85132
1. PFS,2025,2025-01-01,NATIONAL,49188,,Opn exc/dst ntra-abd 10.1-20,34.0,18.86,18.86,7.46,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,60.32,60.32,1951.14088,1951.14088
1. PFS,2025,2025-01-01,NATIONAL,49189,,Opn exc/dst ntra-abd 20.1-30,40.0,21.37,21.37,8.8,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,70.17,70.17,2269.753905,2269.753905
1. PFS,2025,2025-01-01,NATIONAL,49190,,Opn exc/dstr ntra-abd >30 cm,50.0,25.74,25.74,10.76,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,86.5,86.5,2797.97225,2797.97225
1. PFS,2025,2025-01-01,NATIONAL,49215,,Excise sacral spine tumor,37.81,20.65,20.65,7.93,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,66.39,66.39,2147.484135,2147.484135
1. PFS,2025,2025-01-01,NATIONAL,49250,,Excision of umbilicus,9.01,7.06,7.06,2.05,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,18.12,18.12,586.1185800000001,586.1185800000001
1. PFS,2025,2025-01-01,NATIONAL,49255,,Removal of omentum,12.56,8.74,8.74,2.74,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,24.04,24.04,777.6098599999999,777.6098599999999
1. PFS,2025,2025-01-01,NATIONAL,49320,,Diag laparo separate proc,5.14,3.66,3.66,1.23,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,10.030000000000001,10.030000000000001,324.435395,324.435395
1. PFS,2025,2025-01-01,NATIONAL,49321,,Laparoscopy biopsy,5.44,3.8,3.8,1.21,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,10.45,10.45,338.020925,338.020925
1. PFS,2025,2025-01-01,NATIONAL,49322,,Laparoscopy aspiration,6.01,3.96,3.96,1.38,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,11.349999999999998,11.349999999999998,367.1327749999999,367.1327749999999
1. PFS,2025,2025-01-01,NATIONAL,49323,,Laparo drain lymphocele,10.23,6.84,6.84,2.33,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,19.4,19.4,627.5220999999999,627.5220999999999
1. PFS,2025,2025-01-01,NATIONAL,49324,,Lap insert tunnel ip cath,6.32,3.77,3.77,1.57,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,11.66,11.66,377.16019,377.16019
1. PFS,2025,2025-01-01,NATIONAL,49325,,Lap revision perm ip cath,6.82,3.92,3.92,1.71,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,12.45,12.45,402.71392499999996,402.71392499999996
1. PFS,2025,2025-01-01,NATIONAL,49326,,Lap w/omentopexy add-on,3.5,1.24,1.24,0.87,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,5.61,5.61,181.463865,181.463865
1. PFS,2025,2025-01-01,NATIONAL,49327,,Lap ins device for rt,2.38,0.9,0.9,0.61,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.8899999999999997,3.8899999999999997,125.82788499999998,125.82788499999998
1. PFS,2025,2025-01-01,NATIONAL,49400,,Air injection into abdomen,1.88,2.35,0.58,0.21,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,4.44,2.67,143.61846,86.365155
1. PFS,2025,2025-01-01,NATIONAL,49402,,Remove foreign body adbomen,14.09,8.39,8.39,3.41,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,25.89,25.89,837.450885,837.450885
1. PFS,2025,2025-01-01,NATIONAL,49405,,Image cath fluid colxn visc,4.0,21.07,1.32,0.4,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,25.47,5.720000000000001,823.8653549999999,185.02198
1. PFS,2025,2025-01-01,NATIONAL,49406,,Image cath fluid peri/retro,4.0,21.08,1.31,0.4,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,25.479999999999997,5.710000000000001,824.1888199999999,184.69851500000001
1. PFS,2025,2025-01-01,NATIONAL,49407,,Image cath fluid trns/vgnl,4.25,17.07,1.33,0.49,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,21.81,6.07,705.4771649999999,196.343255
1. PFS,2025,2025-01-01,NATIONAL,49411,,Ins mark abd/pel for rt perq,3.57,10.29,1.62,0.34,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,14.2,5.529999999999999,459.3203,178.87614499999998
1. PFS,2025,2025-01-01,NATIONAL,49412,,Ins device for rt guide open,1.5,0.57,0.57,0.39,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.46,2.46,79.57239,79.57239
1. PFS,2025,2025-01-01,NATIONAL,49418,,Insert tun ip cath perc,3.96,23.8,1.52,0.44,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,28.200000000000003,5.920000000000001,912.1713000000001,191.49128000000002
1. PFS,2025,2025-01-01,NATIONAL,49419,,Insert tun ip cath w/port,7.08,3.84,3.84,1.54,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,12.46,12.46,403.03739,403.03739
1. PFS,2025,2025-01-01,NATIONAL,49421,,Ins tun ip cath for dial opn,4.21,1.55,1.55,1.0,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,6.76,6.76,218.66233999999997,218.66233999999997
1. PFS,2025,2025-01-01,NATIONAL,49422,,Remove tunneled ip cath,4.0,1.67,1.67,0.92,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,6.59,6.59,213.163435,213.163435
1. PFS,2025,2025-01-01,NATIONAL,49423,,Exchange drainage catheter,1.46,15.06,0.45,0.16,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,16.68,2.07,539.53962,66.95725499999999
1. PFS,2025,2025-01-01,NATIONAL,49424,,Assess cyst contrast inject,0.76,4.37,0.26,0.07,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,5.2,1.09,168.2018,35.257685
1. PFS,2025,2025-01-01,NATIONAL,49425,,Insert abdomen-venous drain,12.22,8.35,8.35,3.11,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,23.68,23.68,765.96512,765.96512
1. PFS,2025,2025-01-01,NATIONAL,49426,,Revise abdomen-venous shunt,10.41,7.29,7.29,2.65,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,20.349999999999998,20.349999999999998,658.251275,658.251275
1. PFS,2025,2025-01-01,NATIONAL,49427,,Injection abdominal shunt,0.89,0.16,0.16,0.12,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.17,1.17,37.845405,37.845405
1. PFS,2025,2025-01-01,NATIONAL,49428,,Ligation of shunt,6.87,4.43,4.43,1.75,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,13.05,13.05,422.121825,422.121825
1. PFS,2025,2025-01-01,NATIONAL,49429,,Removal of shunt,7.44,4.51,4.51,1.9,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,13.85,13.85,447.99902499999996,447.99902499999996
1. PFS,2025,2025-01-01,NATIONAL,49435,,Insert subq exten to ip cath,2.25,0.71,0.71,0.58,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.54,3.54,114.50661,114.50661
1. PFS,2025,2025-01-01,NATIONAL,49436,,Embedded ip cath exit-site,2.72,12.29,2.25,0.67,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,15.68,5.640000000000001,507.19311999999996,182.43426000000002
1. PFS,2025,2025-01-01,NATIONAL,49440,,Place gastrostomy tube perc,3.93,19.55,1.66,0.42,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,23.900000000000002,6.01,773.08135,194.40246499999998
1. PFS,2025,2025-01-01,NATIONAL,49441,,Place duod/jej tube perc,4.52,22.65,1.98,0.66,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,27.83,7.16,900.203095,231.60094
1. PFS,2025,2025-01-01,NATIONAL,49442,,Place cecostomy tube perc,3.75,18.62,2.04,0.34,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,22.71,6.13,734.589015,198.284045
1. PFS,2025,2025-01-01,NATIONAL,49446,,Change g-tube to g-j perc,3.06,19.56,0.91,0.33,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,22.949999999999996,4.3,742.3521749999999,139.08995
1. PFS,2025,2025-01-01,NATIONAL,49450,,Replace g/c tube perc,1.36,15.44,0.42,0.16,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,16.96,1.94,548.59664,62.75221
1. PFS,2025,2025-01-01,NATIONAL,49451,,Replace duod/jej tube perc,1.84,16.1,0.56,0.2,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,18.14,2.6000000000000005,586.76551,84.10090000000001
1. PFS,2025,2025-01-01,NATIONAL,49452,,Replace g-j tube perc,2.86,18.91,0.85,0.29,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,22.06,4.0,713.5637899999999,129.386
1. PFS,2025,2025-01-01,NATIONAL,49460,,Fix g/colon tube w/device,0.96,19.53,0.41,0.13,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,20.62,1.5,666.98483,48.51975
1. PFS,2025,2025-01-01,NATIONAL,49465,,Fluoro exam of g/colon tube,0.62,3.33,0.22,0.05,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,4.0,0.89,129.386,28.788384999999998
1. PFS,2025,2025-01-01,NATIONAL,49491,,Rpr hern preemie reduc,12.53,8.53,8.53,3.18,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,24.24,24.24,784.0791599999999,784.0791599999999
1. PFS,2025,2025-01-01,NATIONAL,49492,,Rpr ing hern premie blocked,15.43,9.74,9.74,3.92,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,29.090000000000003,29.090000000000003,940.959685,940.959685
1. PFS,2025,2025-01-01,NATIONAL,49495,,Rpr ing hernia baby reduc,6.2,4.7,4.7,1.58,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,12.48,12.48,403.68432,403.68432
1. PFS,2025,2025-01-01,NATIONAL,49496,,Rpr ing hernia baby blocked,9.42,6.95,6.95,2.39,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,18.76,18.76,606.82034,606.82034
1. PFS,2025,2025-01-01,NATIONAL,49500,,Rpr ing hernia init reduce,5.84,5.41,5.41,1.47,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,12.72,12.72,411.44748,411.44748
1. PFS,2025,2025-01-01,NATIONAL,49501,,Rpr ing hernia init blocked,9.36,6.74,6.74,2.39,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,18.490000000000002,18.490000000000002,598.0867850000001,598.0867850000001
1. PFS,2025,2025-01-01,NATIONAL,49505,,Prp i/hern init reduc >5 yr,7.96,5.99,5.99,1.99,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,15.94,15.94,515.60321,515.60321
1. PFS,2025,2025-01-01,NATIONAL,49507,,Prp i/hern init block >5 yr,9.09,6.55,6.55,2.25,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,17.89,17.89,578.678885,578.678885
1. PFS,2025,2025-01-01,NATIONAL,49520,,Rerepair ing hernia reduce,9.99,6.77,6.77,2.49,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,19.25,19.25,622.670125,622.670125
1. PFS,2025,2025-01-01,NATIONAL,49521,,Rerepair ing hernia blocked,11.48,7.45,7.45,2.87,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,21.8,21.8,705.1537,705.1537
1. PFS,2025,2025-01-01,NATIONAL,49525,,Repair ing hernia sliding,8.93,6.32,6.32,2.24,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,17.490000000000002,17.490000000000002,565.7402850000001,565.7402850000001
1. PFS,2025,2025-01-01,NATIONAL,49540,,Repair lumbar hernia,10.74,7.09,7.09,2.64,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,20.47,20.47,662.132855,662.132855
1. PFS,2025,2025-01-01,NATIONAL,49550,,Rpr rem hernia init reduce,8.99,6.38,6.38,2.25,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,17.62,17.62,569.94533,569.94533
1. PFS,2025,2025-01-01,NATIONAL,49553,,Rpr fem hernia init blocked,9.92,6.87,6.87,2.45,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,19.24,19.24,622.3466599999999,622.3466599999999
1. PFS,2025,2025-01-01,NATIONAL,49555,,Rerepair fem hernia reduce,9.39,6.63,6.63,2.39,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,18.41,18.41,595.499065,595.499065
1. PFS,2025,2025-01-01,NATIONAL,49557,,Rerepair fem hernia blocked,11.62,7.43,7.43,2.84,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,21.889999999999997,21.889999999999997,708.0648849999999,708.0648849999999
1. PFS,2025,2025-01-01,NATIONAL,49591,,Rpr aa hrn 1st < 3 cm rdc,5.96,2.88,2.88,1.47,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,10.31,10.31,333.492415,333.492415
1. PFS,2025,2025-01-01,NATIONAL,49592,,Rpr aa hrn 1st < 3 ncr/strn,8.46,3.75,3.75,2.13,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,14.34,14.34,463.84880999999996,463.84880999999996
1. PFS,2025,2025-01-01,NATIONAL,49593,,Rpr aa hrn 1st 3-10 rdc,10.26,4.44,4.44,2.55,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,17.25,17.25,557.977125,557.977125
1. PFS,2025,2025-01-01,NATIONAL,49594,,Rpr aa hrn 1st 3-10 ncr/strn,13.46,5.62,5.62,3.36,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,22.44,22.44,725.85546,725.85546
1. PFS,2025,2025-01-01,NATIONAL,49595,,Rpr aa hrn 1st > 10 rdc,13.94,5.9,5.9,3.42,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,23.259999999999998,23.259999999999998,752.3795899999999,752.3795899999999
1. PFS,2025,2025-01-01,NATIONAL,49596,,Rpr aa hrn 1st > 10 ncr/strn,18.67,7.6,7.6,4.61,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,30.880000000000003,30.880000000000003,998.8599200000001,998.8599200000001
1. PFS,2025,2025-01-01,NATIONAL,49600,,Repair umbilical lesion,11.55,7.84,7.84,2.94,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,22.330000000000002,22.330000000000002,722.2973450000001,722.2973450000001
1. PFS,2025,2025-01-01,NATIONAL,49605,,Repair umbilical lesion,87.09,38.04,38.04,22.19,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,147.32,147.32,4765.28638,4765.28638
1. PFS,2025,2025-01-01,NATIONAL,49606,,Repair umbilical lesion,19.0,10.47,10.47,4.85,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,34.32,34.32,1110.13188,1110.13188
1. PFS,2025,2025-01-01,NATIONAL,49610,,Repair umbilical lesion,10.91,7.43,7.43,2.78,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,21.12,21.12,683.15808,683.15808
1. PFS,2025,2025-01-01,NATIONAL,49611,,Repair umbilical lesion,9.34,6.9,6.9,2.38,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,18.62,18.62,602.29183,602.29183
1. PFS,2025,2025-01-01,NATIONAL,49613,,Rpr aa hrn rcr < 3 rdc,7.42,3.46,3.46,1.8,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,12.68,12.68,410.15362,410.15362
1. PFS,2025,2025-01-01,NATIONAL,49614,,Rpr aa hrn rcr < 3 ncr/strn,10.25,4.42,4.42,2.53,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,17.2,17.2,556.3598,556.3598
1. PFS,2025,2025-01-01,NATIONAL,49615,,Rpr aa hrn rcr 3-10 rdc,11.46,4.95,4.95,2.82,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,19.23,19.23,622.023195,622.023195
1. PFS,2025,2025-01-01,NATIONAL,49616,,Rpr aa hrn rcr 3-10 ncr/strn,15.55,6.41,6.41,3.86,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,25.82,25.82,835.18663,835.18663
1. PFS,2025,2025-01-01,NATIONAL,49617,,Rpr aa hrn rcr > 10 rdc,16.03,6.8,6.8,3.89,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,26.720000000000002,26.720000000000002,864.29848,864.29848
1. PFS,2025,2025-01-01,NATIONAL,49618,,Rpr aa hrn rcr > 10 ncr/strn,22.67,9.15,9.15,5.61,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,37.43,37.43,1210.729495,1210.729495
1. PFS,2025,2025-01-01,NATIONAL,49621,,Rpr parastomal hernia rdc,13.7,5.78,5.78,3.16,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,22.64,22.64,732.32476,732.32476
1. PFS,2025,2025-01-01,NATIONAL,49622,,Rpr parastomal hrna ncr/strn,17.06,7.01,7.01,4.09,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,28.16,28.16,910.87744,910.87744
1. PFS,2025,2025-01-01,NATIONAL,49623,,Rmvl ninfct mesh hernia rpr,3.75,1.42,1.42,0.91,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,6.08,6.08,196.66672,196.66672
1. PFS,2025,2025-01-01,NATIONAL,49650,,Lap ing hernia repair init,6.36,5.27,5.27,1.59,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,13.219999999999999,13.219999999999999,427.6207299999999,427.6207299999999
1. PFS,2025,2025-01-01,NATIONAL,49651,,Lap ing hernia repair recur,8.38,6.74,6.74,2.12,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,17.240000000000002,17.240000000000002,557.6536600000001,557.6536600000001
1. PFS,2025,2025-01-01,NATIONAL,49900,,Repair of abdominal wall,12.41,9.73,9.73,2.92,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,25.060000000000002,25.060000000000002,810.60329,810.60329
1. PFS,2025,2025-01-01,NATIONAL,49904,,Omental flap extra-abdom,22.35,14.32,14.32,5.03,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,41.7,41.7,1348.84905,1348.84905
1. PFS,2025,2025-01-01,NATIONAL,49905,,Omental flap intra-abdom,6.54,2.48,2.48,1.47,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,10.49,10.49,339.314785,339.314785
1. PFS,2025,2025-01-01,NATIONAL,50010,,Renal exploration,12.28,7.48,7.48,1.47,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,21.229999999999997,21.229999999999997,686.7161949999999,686.7161949999999
1. PFS,2025,2025-01-01,NATIONAL,50020,,Drg perirnl/renal absc open,18.08,10.22,10.22,2.17,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,30.47,30.47,985.597855,985.597855
1. PFS,2025,2025-01-01,NATIONAL,50040,,Nfros nfrot w/drg,16.68,9.08,9.08,2.02,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,27.779999999999998,27.779999999999998,898.5857699999999,898.5857699999999
1. PFS,2025,2025-01-01,NATIONAL,50045,,Nephrotomy w/exploration,16.82,9.13,9.13,2.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,27.990000000000002,27.990000000000002,905.378535,905.378535
1. PFS,2025,2025-01-01,NATIONAL,50060,,Nl removal calculus,20.95,10.61,10.61,2.51,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,34.07,34.07,1102.045255,1102.045255
1. PFS,2025,2025-01-01,NATIONAL,50065,,Nl sec surg operj calculus,22.32,11.11,11.11,2.68,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,36.11,36.11,1168.032115,1168.032115
1. PFS,2025,2025-01-01,NATIONAL,50070,,Nl comp cgen kdn abnormality,21.85,10.94,10.94,2.65,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,35.44,35.44,1146.35996,1146.35996
1. PFS,2025,2025-01-01,NATIONAL,50075,,Nl rmvl lg staghorn calculus,27.09,13.14,13.14,3.27,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,43.50000000000001,43.50000000000001,1407.0727500000003,1407.0727500000003
1. PFS,2025,2025-01-01,NATIONAL,50080,,Perq nl/pl lithotrp smpl<2cm,12.41,7.01,7.01,1.51,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,20.930000000000003,20.930000000000003,677.0122450000001,677.0122450000001
1. PFS,2025,2025-01-01,NATIONAL,50081,,Perq nl/pl lithotrp cplx>2cm,20.91,10.2,10.2,2.51,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,33.62,33.62,1087.4893299999999,1087.4893299999999
1. PFS,2025,2025-01-01,NATIONAL,50100,,Trnsxj/repos abrrnt rnl vsls,17.45,10.86,10.86,4.42,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,32.73,32.73,1058.7009449999998,1058.7009449999998
1. PFS,2025,2025-01-01,NATIONAL,50120,,Pyelotomy w/exploration,17.21,9.18,9.18,2.09,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,28.48,28.48,921.2283199999999,921.2283199999999
1. PFS,2025,2025-01-01,NATIONAL,50125,,Pyelotomy w/drg pyelostomy,17.82,9.49,9.49,2.14,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,29.450000000000003,29.450000000000003,952.6044250000001,952.6044250000001
1. PFS,2025,2025-01-01,NATIONAL,50130,,Pyelotomy w/removal calculus,18.82,9.85,9.85,2.27,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,30.94,30.94,1000.80071,1000.80071
1. PFS,2025,2025-01-01,NATIONAL,50200,,Renal biopsy perq,2.38,12.23,1.13,0.23,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,14.84,3.7399999999999998,480.02205999999995,120.97590999999998
1. PFS,2025,2025-01-01,NATIONAL,50205,,Renal bx surg exposure kdn,12.29,7.66,7.66,2.9,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,22.849999999999998,22.849999999999998,739.1175249999999,739.1175249999999
1. PFS,2025,2025-01-01,NATIONAL,50220,,Remove kidney open,18.68,10.1,10.1,2.97,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,31.75,31.75,1027.001375,1027.001375
1. PFS,2025,2025-01-01,NATIONAL,50225,,Removal kidney open complex,21.88,10.95,10.95,2.65,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,35.48,35.48,1147.6538199999998,1147.6538199999998
1. PFS,2025,2025-01-01,NATIONAL,50230,,Removal kidney open radical,23.81,11.27,11.27,3.16,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,38.239999999999995,38.239999999999995,1236.93016,1236.93016
1. PFS,2025,2025-01-01,NATIONAL,50234,,Removal of kidney & ureter,24.05,11.78,11.78,3.08,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,38.91,38.91,1258.6023149999999,1258.6023149999999
1. PFS,2025,2025-01-01,NATIONAL,50236,,Removal of kidney & ureter,26.94,13.53,13.53,3.24,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,43.71,43.71,1413.865515,1413.865515
1. PFS,2025,2025-01-01,NATIONAL,50240,,Nephrectomy partial,24.21,12.5,12.5,3.05,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,39.76,39.76,1286.09684,1286.09684
1. PFS,2025,2025-01-01,NATIONAL,50250,,Opn abltj 1/> rnl mas crysrg,22.22,11.5,11.5,2.67,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,36.39,36.39,1177.089135,1177.089135
1. PFS,2025,2025-01-01,NATIONAL,50280,,Exc/unroofing cyst kidney,17.09,9.22,9.22,2.07,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,28.380000000000003,28.380000000000003,917.9936700000001,917.9936700000001
1. PFS,2025,2025-01-01,NATIONAL,50290,,Excision perinephric cyst,16.15,8.88,8.88,1.95,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,26.98,26.98,872.70857,872.70857
1. PFS,2025,2025-01-01,NATIONAL,50320,,Remove kidney living donor,22.43,18.24,18.24,5.72,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,46.39,46.39,1500.5541349999999,1500.5541349999999
1. PFS,2025,2025-01-01,NATIONAL,50327,,Prep renal graft/venous,4.0,1.48,1.48,0.95,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,6.430000000000001,6.430000000000001,207.987995,207.987995
1. PFS,2025,2025-01-01,NATIONAL,50328,,Prep renal graft/arterial,3.5,1.31,1.31,0.84,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,5.65,5.65,182.757725,182.757725
1. PFS,2025,2025-01-01,NATIONAL,50329,,Prep renal graft/ureteral,3.34,1.23,1.23,0.8,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,5.37,5.37,173.700705,173.700705
