CMS SCHEDULE,YEAR,EFF_DATE,GEOGRAPHY,HCPCS,SHORTDESC,FILE_NAME,NF RATE,F RATE
2. ASP,2025,2025-01-01,NATIONAL,J2315,"Naltrexone, depot form",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,4.123,4.123
2. ASP,2025,2025-01-01,NATIONAL,J2323,Natalizumab injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,23.88,23.88
2. ASP,2025,2025-01-01,NATIONAL,J2327,Inj risankizumab-rzaa 1 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,15.081,15.081
2. ASP,2025,2025-01-01,NATIONAL,J2329,"Inj ublituximab-xiiy, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,69.025,69.025
2. ASP,2025,2025-01-01,NATIONAL,J2350,"Injection, ocrelizumab, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,58.766,58.766
2. ASP,2025,2025-01-01,NATIONAL,J2353,"Octreotide injection, depot",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,218.371,218.371
2. ASP,2025,2025-01-01,NATIONAL,J2354,"Octreotide inj, non-depot",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.805,0.805
2. ASP,2025,2025-01-01,NATIONAL,J2356,"Inj tezepelumab-ekko, 1mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,18.155,18.155
2. ASP,2025,2025-01-01,NATIONAL,J2357,Omalizumab injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,37.755,37.755
2. ASP,2025,2025-01-01,NATIONAL,J2358,Olanzapine long-acting inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.917,2.917
2. ASP,2025,2025-01-01,NATIONAL,J2359,"Inj. olanzapine, 0.5mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.745,0.745
2. ASP,2025,2025-01-01,NATIONAL,J2360,Orphenadrine injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,13.994,13.994
2. ASP,2025,2025-01-01,NATIONAL,J2372,"Inj, biorphen, 20 micrograms",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.167,0.167
2. ASP,2025,2025-01-01,NATIONAL,J2373,"Inj, immphentiv, 20 mcg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.139,0.139
2. ASP,2025,2025-01-01,NATIONAL,J2401,Chloroprocaine hcl injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.031,0.031
2. ASP,2025,2025-01-01,NATIONAL,J2403,"Chloroprocaine opht gel, 1mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.607,0.607
2. ASP,2025,2025-01-01,NATIONAL,J2404,"Inj, nicardipine 0.1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.077,0.077
2. ASP,2025,2025-01-01,NATIONAL,J2405,Ondansetron hcl injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.09,0.09
2. ASP,2025,2025-01-01,NATIONAL,J2406,"Injection, oritavancin 10 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,43.324,43.324
2. ASP,2025,2025-01-01,NATIONAL,J2407,"Injection, oritavancin",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,28.532,28.532
2. ASP,2025,2025-01-01,NATIONAL,J2425,Palifermin injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,33.991,33.991
2. ASP,2025,2025-01-01,NATIONAL,J2426,"Inj, invega sustenna, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,14.733,14.733
2. ASP,2025,2025-01-01,NATIONAL,J2427,"Inj, invega hafyera/trinza",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,12.622,12.622
2. ASP,2025,2025-01-01,NATIONAL,J2430,Pamidronate disodium /30 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,12.583,12.583
2. ASP,2025,2025-01-01,NATIONAL,J2469,Palonosetron hcl,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.59,0.59
2. ASP,2025,2025-01-01,NATIONAL,J2501,Paricalcitol,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.9,0.9
2. ASP,2025,2025-01-01,NATIONAL,J2506,Inj pegfilgrast ex bio 0.5mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,19.981,19.981
2. ASP,2025,2025-01-01,NATIONAL,J2507,Pegloticase injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,3550.048,3550.048
2. ASP,2025,2025-01-01,NATIONAL,J2508,Pegunigalsidase alfa-iwxj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,226.793,226.793
2. ASP,2025,2025-01-01,NATIONAL,J2540,Penicillin g potassium inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.749,0.749
2. ASP,2025,2025-01-01,NATIONAL,J2543,Piperacillin/tazobactam,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.135,1.135
2. ASP,2025,2025-01-01,NATIONAL,J2545,Pentamidine non-comp unit,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,79.385,79.385
2. ASP,2025,2025-01-01,NATIONAL,J2550,Promethazine hcl injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,3.569,3.569
2. ASP,2025,2025-01-01,NATIONAL,J2560,Phenobarbital sodium inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,30.756,30.756
2. ASP,2025,2025-01-01,NATIONAL,J2562,Plerixafor injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,37.078,37.078
2. ASP,2025,2025-01-01,NATIONAL,J2597,Inj desmopressin acetate,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,4.95,4.95
2. ASP,2025,2025-01-01,NATIONAL,J2598,"Inj, vasopressin, 1 unit",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.631,1.631
2. ASP,2025,2025-01-01,NATIONAL,J2599,Inj vasopressin (am reg) 1 u,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.201,1.201
2. ASP,2025,2025-01-01,NATIONAL,J2601,"Inj, vasopressin (baxter)",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,3.634,3.634
2. ASP,2025,2025-01-01,NATIONAL,J2675,Inj progesterone per 50 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.894,0.894
2. ASP,2025,2025-01-01,NATIONAL,J2679,Inj fluphenazine hcl 1.25 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,7.693,7.693
2. ASP,2025,2025-01-01,NATIONAL,J2680,Fluphenazine decanoate 25 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,9.41,9.41
2. ASP,2025,2025-01-01,NATIONAL,J2690,Procainamide hcl injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,183.031,183.031
2. ASP,2025,2025-01-01,NATIONAL,J2700,Oxacillin sodium injeciton,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.065,1.065
2. ASP,2025,2025-01-01,NATIONAL,J2704,"Inj, propofol, 10 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.083,0.083
2. ASP,2025,2025-01-01,NATIONAL,J2720,Inj protamine sulfate/10 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.143,1.143
2. ASP,2025,2025-01-01,NATIONAL,J2724,Protein c concentrate,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,15.031,15.031
2. ASP,2025,2025-01-01,NATIONAL,J2760,Phentolaine mesylate inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,394.625,394.625
2. ASP,2025,2025-01-01,NATIONAL,J2765,Metoclopramide hcl injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.031,1.031
2. ASP,2025,2025-01-01,NATIONAL,J2777,"Inj, faricimab-svoa, 0.1mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,35.246,35.246
2. ASP,2025,2025-01-01,NATIONAL,J2778,Ranibizumab injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,123.979,123.979
2. ASP,2025,2025-01-01,NATIONAL,J2779,"Inj, susvimo 0.1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,80.46,80.46
2. ASP,2025,2025-01-01,NATIONAL,J2781,"Inj, pegcetacoplan, 1mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,146.367,146.367
2. ASP,2025,2025-01-01,NATIONAL,J2782,Inj avacincaptad pegol 0.1mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,108.704,108.704
2. ASP,2025,2025-01-01,NATIONAL,J2783,Rasburicase,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,369.967,369.967
2. ASP,2025,2025-01-01,NATIONAL,J2785,Regadenoson injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,3.811,3.811
2. ASP,2025,2025-01-01,NATIONAL,J2786,"Injection, reslizumab, 1mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,10.319,10.319
2. ASP,2025,2025-01-01,NATIONAL,J2788,Rho d immune globulin 50 mcg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,24.559,24.559
2. ASP,2025,2025-01-01,NATIONAL,J2790,Rho d immune globulin inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,83.362,83.362
2. ASP,2025,2025-01-01,NATIONAL,J2791,Rhophylac injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,4.894,4.894
2. ASP,2025,2025-01-01,NATIONAL,J2792,"Rho(d) immune globulin h, sd",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,32.863,32.863
2. ASP,2025,2025-01-01,NATIONAL,J2794,"Inj risperdal consta, 0.5 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,10.99,10.99
2. ASP,2025,2025-01-01,NATIONAL,J2795,Ropivacaine hcl injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.073,0.073
2. ASP,2025,2025-01-01,NATIONAL,J2798,"Inj., perseris, 0.5 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,12.189,12.189
2. ASP,2025,2025-01-01,NATIONAL,J2799,"Inj, uzedy, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,24.719,24.719
2. ASP,2025,2025-01-01,NATIONAL,J2800,Methocarbamol injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,6.566,6.566
2. ASP,2025,2025-01-01,NATIONAL,J2802,"Inj, romiplostim 1 microgram",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,10.543,10.543
2. ASP,2025,2025-01-01,NATIONAL,J2805,Sincalide injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,114.387,114.387
2. ASP,2025,2025-01-01,NATIONAL,J2820,Sargramostim injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,60.018,60.018
2. ASP,2025,2025-01-01,NATIONAL,J2860,"Injection, siltuximab",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,155.968,155.968
2. ASP,2025,2025-01-01,NATIONAL,J2916,Na ferric gluconate complex,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.991,1.991
2. ASP,2025,2025-01-01,NATIONAL,J2919,"Inj, methylpred sod succ 5mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.268,0.268
2. ASP,2025,2025-01-01,NATIONAL,J2997,Alteplase recombinant,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,91.481,91.481
2. ASP,2025,2025-01-01,NATIONAL,J3000,Streptomycin injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,28.263,28.263
2. ASP,2025,2025-01-01,NATIONAL,J3010,Fentanyl citrate injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.852,0.852
2. ASP,2025,2025-01-01,NATIONAL,J3032,Inj. eptinezumab-jjmr 1 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,19.323,19.323
2. ASP,2025,2025-01-01,NATIONAL,J3055,Inj talquetamab-tgvs 0.25 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,69.972,69.972
2. ASP,2025,2025-01-01,NATIONAL,J3060,"Inj, taliglucerase alfa 10 u",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,41.621,41.621
2. ASP,2025,2025-01-01,NATIONAL,J3090,Inj tedizolid phosphate,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.808,1.808
2. ASP,2025,2025-01-01,NATIONAL,J3095,Telavancin injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,7.396,7.396
2. ASP,2025,2025-01-01,NATIONAL,J3101,Tenecteplase injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,162.431,162.431
2. ASP,2025,2025-01-01,NATIONAL,J3105,Terbutaline sulfate inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.143,2.143
2. ASP,2025,2025-01-01,NATIONAL,J3111,Inj. romosozumab-aqqg 1 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,11.486,11.486
2. ASP,2025,2025-01-01,NATIONAL,J3121,Inj testostero enanthate 1mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.053,0.053
2. ASP,2025,2025-01-01,NATIONAL,J3145,Testosterone undecanoate 1mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.918,1.918
2. ASP,2025,2025-01-01,NATIONAL,J3230,Chlorpromazine hcl injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,30.479,30.479
2. ASP,2025,2025-01-01,NATIONAL,J3240,Thyrotropin injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2067.908,2067.908
2. ASP,2025,2025-01-01,NATIONAL,J3241,Inj. teprotumumab-trbw 10 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,347.102,347.102
2. ASP,2025,2025-01-01,NATIONAL,J3243,Tigecycline injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.63,0.63
2. ASP,2025,2025-01-01,NATIONAL,J3245,"Inj., tildrakizumab, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,133.178,133.178
2. ASP,2025,2025-01-01,NATIONAL,J3246,Tirofiban hcl,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,3.622,3.622
2. ASP,2025,2025-01-01,NATIONAL,J3247,Inj secukinumab intrav 1mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,17.72,17.72
2. ASP,2025,2025-01-01,NATIONAL,J3250,Trimethobenzamide hcl inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,50.95,50.95
2. ASP,2025,2025-01-01,NATIONAL,J3260,Tobramycin sulfate injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.966,1.966
2. ASP,2025,2025-01-01,NATIONAL,J3262,Tocilizumab injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,5.966,5.966
2. ASP,2025,2025-01-01,NATIONAL,J3263,"Inj, toripalimab-tpzi, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,39.318,39.318
2. ASP,2025,2025-01-01,NATIONAL,J3285,Treprostinil injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,55.946,55.946
2. ASP,2025,2025-01-01,NATIONAL,J3299,Inj xipere 1 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,48.422,48.422
2. ASP,2025,2025-01-01,NATIONAL,J3301,Triamcinolone acet inj nos,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.898,0.898
2. ASP,2025,2025-01-01,NATIONAL,J3304,Inj triamcinolone ace xr 1mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,17.998,17.998
2. ASP,2025,2025-01-01,NATIONAL,J3315,Triptorelin pamoate,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,481.294,481.294
2. ASP,2025,2025-01-01,NATIONAL,J3357,"Ustekinumab sub cu inj, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,155.883,155.883
2. ASP,2025,2025-01-01,NATIONAL,J3358,"Ustekinumab, iv inject, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,12.759,12.759
2. ASP,2025,2025-01-01,NATIONAL,J3360,Diazepam injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,8.547,8.547
2. ASP,2025,2025-01-01,NATIONAL,J3370,Vancomycin hcl injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.863,1.863
2. ASP,2025,2025-01-01,NATIONAL,J3371,"Inj, vancomycin hcl (mylan)",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,6.433,6.433
2. ASP,2025,2025-01-01,NATIONAL,J3372,"Inj, vancomycin hcl (xellia)",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,6.379,6.379
2. ASP,2025,2025-01-01,NATIONAL,J3380,Inj vedolizumab iv 1 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,21.67,21.67
2. ASP,2025,2025-01-01,NATIONAL,J3385,Velaglucerase alfa,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,374.019,374.019
2. ASP,2025,2025-01-01,NATIONAL,J3396,Verteporfin injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,11.503,11.503
2. ASP,2025,2025-01-01,NATIONAL,J3401,"Vyjuvek 5x10^9pfu/ml, 0.1 ml",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1016.784,1016.784
2. ASP,2025,2025-01-01,NATIONAL,J3410,Hydroxyzine hcl injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,12.31,12.31
2. ASP,2025,2025-01-01,NATIONAL,J3411,Thiamine hcl 100 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.764,1.764
2. ASP,2025,2025-01-01,NATIONAL,J3415,Pyridoxine hcl 100 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,15.779,15.779
2. ASP,2025,2025-01-01,NATIONAL,J3420,Vitamin b12 injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.271,1.271
2. ASP,2025,2025-01-01,NATIONAL,J3425,Hydroxocobalamin im 10mcg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.008,0.008
2. ASP,2025,2025-01-01,NATIONAL,J3430,Vitamin k phytonadione inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.206,2.206
2. ASP,2025,2025-01-01,NATIONAL,J3465,"Injection, voriconazole",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.974,0.974
2. ASP,2025,2025-01-01,NATIONAL,J3470,Hyaluronidase injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,30.066,30.066
2. ASP,2025,2025-01-01,NATIONAL,J3473,Hyaluronidase recombinant,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.365,0.365
2. ASP,2025,2025-01-01,NATIONAL,J3475,Inj magnesium sulfate,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.489,0.489
2. ASP,2025,2025-01-01,NATIONAL,J3480,Inj potassium chloride,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.103,0.103
2. ASP,2025,2025-01-01,NATIONAL,J3485,Zidovudine,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.513,1.513
2. ASP,2025,2025-01-01,NATIONAL,J3486,Ziprasidone mesylate,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,7.191,7.191
2. ASP,2025,2025-01-01,NATIONAL,J3489,Zoledronic acid 1mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,5.604,5.604
2. ASP,2025,2025-01-01,NATIONAL,J7030,Normal saline solution infus,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.504,2.504
2. ASP,2025,2025-01-01,NATIONAL,J7040,Normal saline solution infus,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.252,1.252
2. ASP,2025,2025-01-01,NATIONAL,J7042,5% dextrose/normal saline,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.178,1.178
2. ASP,2025,2025-01-01,NATIONAL,J7050,Normal saline solution infus,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.626,0.626
2. ASP,2025,2025-01-01,NATIONAL,J7060,5% dextrose/water,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.799,1.799
2. ASP,2025,2025-01-01,NATIONAL,J7070,D5w infusion,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,3.598,3.598
2. ASP,2025,2025-01-01,NATIONAL,J7120,Ringers lactate infusion,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.412,2.412
2. ASP,2025,2025-01-01,NATIONAL,J7170,"Inj., emicizumab-kxwh 0.5 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,52.019,52.019
2. ASP,2025,2025-01-01,NATIONAL,J7171,"Inj, adzynma, 10 iu",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,34.571,34.571
2. ASP,2025,2025-01-01,NATIONAL,J7175,"Inj, factor x, (human), 1iu",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,9.533,9.533
2. ASP,2025,2025-01-01,NATIONAL,J7177,"Inj., fibryga, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.107,1.107
2. ASP,2025,2025-01-01,NATIONAL,J7178,Inj human fibrinogen con nos,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.483,1.483
2. ASP,2025,2025-01-01,NATIONAL,J7179,Vonvendi inj 1 iu vwf:rco,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.851,1.851
2. ASP,2025,2025-01-01,NATIONAL,J7180,Factor xiii anti-hem factor,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,10.473,10.473
2. ASP,2025,2025-01-01,NATIONAL,J7181,Factor xiii recomb a-subunit,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,17.169,17.169
2. ASP,2025,2025-01-01,NATIONAL,J7182,Factor viii recomb novoeight,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.427,1.427
2. ASP,2025,2025-01-01,NATIONAL,J7183,Wilate injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.283,1.283
2. ASP,2025,2025-01-01,NATIONAL,J7185,Xyntha inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.499,1.499
2. ASP,2025,2025-01-01,NATIONAL,J7186,Antihemophilic viii/vwf comp,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.199,1.199
2. ASP,2025,2025-01-01,NATIONAL,J7187,"Humate-p, inj",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.446,1.446
2. ASP,2025,2025-01-01,NATIONAL,J7188,Factor viii recomb obizur,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,3.229,3.229
2. ASP,2025,2025-01-01,NATIONAL,J7189,Factor viia recomb novoseven,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.549,2.549
2. ASP,2025,2025-01-01,NATIONAL,J7190,Factor viii,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.117,1.117
2. ASP,2025,2025-01-01,NATIONAL,J7192,Factor viii recombinant nos,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.542,1.542
2. ASP,2025,2025-01-01,NATIONAL,J7193,Factor ix non-recombinant,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.341,1.341
2. ASP,2025,2025-01-01,NATIONAL,J7194,Factor ix complex,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.655,1.655
2. ASP,2025,2025-01-01,NATIONAL,J7195,Factor ix recombinant nos,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.84,1.84
2. ASP,2025,2025-01-01,NATIONAL,J7197,Antithrombin iii injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,3.961,3.961
2. ASP,2025,2025-01-01,NATIONAL,J7198,Anti-inhibitor,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.363,2.363
2. ASP,2025,2025-01-01,NATIONAL,J7200,Factor ix recombinan rixubis,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.651,1.651
2. ASP,2025,2025-01-01,NATIONAL,J7201,Factor ix alprolix recomb,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,3.575,3.575
2. ASP,2025,2025-01-01,NATIONAL,J7202,Factor ix idelvion inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,5.207,5.207
2. ASP,2025,2025-01-01,NATIONAL,J7203,Factor ix recomb gly rebinyn,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,4.394,4.394
2. ASP,2025,2025-01-01,NATIONAL,J7204,Inj recombin esperoct per iu,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.185,2.185
2. ASP,2025,2025-01-01,NATIONAL,J7205,Factor viii fc fusion recomb,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.338,2.338
2. ASP,2025,2025-01-01,NATIONAL,J7207,Factor viii pegylated recomb,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.099,2.099
2. ASP,2025,2025-01-01,NATIONAL,J7208,Inj. jivi 1 iu,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.446,2.446
2. ASP,2025,2025-01-01,NATIONAL,J7209,Factor viii nuwiq recomb 1iu,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.239,1.239
2. ASP,2025,2025-01-01,NATIONAL,J7210,"Inj, afstyla, 1 i.u.",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.516,1.516
2. ASP,2025,2025-01-01,NATIONAL,J7211,"Inj, kovaltry, 1 i.u.",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.484,1.484
2. ASP,2025,2025-01-01,NATIONAL,J7212,Factor viia recomb sevenfact,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.349,2.349
2. ASP,2025,2025-01-01,NATIONAL,J7213,"Inj, ixinity, 1 i.u.",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.855,1.855
2. ASP,2025,2025-01-01,NATIONAL,J7214,Altuviiio per factor viii iu,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,4.639,4.639
2. ASP,2025,2025-01-01,NATIONAL,J7308,Aminolevulinic acid hcl top,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,395.264,395.264
2. ASP,2025,2025-01-01,NATIONAL,J7311,"Inj., retisert, 0.01 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,333.233,333.233
2. ASP,2025,2025-01-01,NATIONAL,J7312,Dexamethasone intra implant,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,205.557,205.557
2. ASP,2025,2025-01-01,NATIONAL,J7313,"Inj., iluvien, 0.01 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,493.684,493.684
2. ASP,2025,2025-01-01,NATIONAL,J7314,"Inj., yutiq, 0.01 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,525.893,525.893
2. ASP,2025,2025-01-01,NATIONAL,J7318,"Inj, durolane 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,6.702,6.702
2. ASP,2025,2025-01-01,NATIONAL,J7320,"Genvisc 850, inj, 1mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,6.172,6.172
2. ASP,2025,2025-01-01,NATIONAL,J7321,Hyalgan supartz visco-3 dose,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,73.026,73.026
