CMS SCHEDULE,YEAR,EFF_DATE,GEOGRAPHY,HCPCS,SHORTDESC,FILE_NAME,NF RATE,F RATE
5. ASC,2025,2025-01-01,NATIONAL,69805,Explore inner ear,January_2025_ASC_Addenda.xlsx,2917.35,2917.35
5. ASC,2025,2025-01-01,NATIONAL,69806,Explore inner ear,January_2025_ASC_Addenda.xlsx,2917.35,2917.35
5. ASC,2025,2025-01-01,NATIONAL,69905,Remove inner ear,January_2025_ASC_Addenda.xlsx,2917.35,2917.35
5. ASC,2025,2025-01-01,NATIONAL,69910,Remove inner ear & mastoid,January_2025_ASC_Addenda.xlsx,2917.35,2917.35
5. ASC,2025,2025-01-01,NATIONAL,69915,Incise inner ear nerve,January_2025_ASC_Addenda.xlsx,1394.45,1394.45
5. ASC,2025,2025-01-01,NATIONAL,69930,Implant cochlear device,January_2025_ASC_Addenda.xlsx,27630.43,27630.43
5. ASC,2025,2025-01-01,NATIONAL,69990,Microsurgery add-on,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70010,Contrast x-ray of brain,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70015,Contrast x-ray of brain,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70030,X-ray eye for foreign body,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70100,X-ray exam of jaw <4views,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70110,X-ray exam of jaw 4/> views,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70120,X-ray exam of mastoids,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70130,X-ray exam of mastoids,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70134,X-ray exam of middle ear,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70140,X-ray exam of facial bones,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70150,X-ray exam of facial bones,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70160,X-ray exam of nasal bones,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70170,X-ray exam of tear duct,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70190,X-ray exam of eye sockets,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70200,X-ray exam of eye sockets,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70210,X-ray exam of sinuses,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70220,X-ray exam of sinuses,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70240,X-ray exam pituitary saddle,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70250,X-ray exam of skull,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70260,X-ray exam of skull,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70300,X-ray exam of teeth,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70310,X-ray exam of teeth,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70320,Full mouth x-ray of teeth,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70328,X-ray exam of jaw joint,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70330,X-ray exam of jaw joints,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70332,X-ray exam of jaw joint,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70336,Magnetic image jaw joint,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,70350,X-ray head for orthodontia,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70355,Panoramic x-ray of jaws,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70360,X-ray exam of neck,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70370,Throat x-ray & fluoroscopy,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70371,Speech evaluation complex,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70380,X-ray exam of salivary gland,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70390,X-ray exam of salivary duct,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,70450,Ct head/brain w/o dye,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,70460,Ct head/brain w/dye,January_2025_ASC_Addenda.xlsx,94.13,94.13
5. ASC,2025,2025-01-01,NATIONAL,70470,Ct head/brain w/o & w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,70480,Ct orbit/ear/fossa w/o dye,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,70481,Ct orbit/ear/fossa w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,70482,Ct orbit/ear/fossa w/o&w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,70486,Ct maxillofacial w/o dye,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,70487,Ct maxillofacial w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,70488,Ct maxillofacial w/o & w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,70490,Ct soft tissue neck w/o dye,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,70491,Ct soft tissue neck w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,70492,Ct sft tsue nck w/o & w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,70496,Ct angiography head,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,70498,Ct angiography neck,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,70540,Mri orbit/face/neck w/o dye,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,70542,Mri orbit/face/neck w/dye,January_2025_ASC_Addenda.xlsx,188.26,188.26
5. ASC,2025,2025-01-01,NATIONAL,70543,Mri orbt/fac/nck w/o &w/dye,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,70544,Mr angiography head w/o dye,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,70545,Mr angiography head w/dye,January_2025_ASC_Addenda.xlsx,168.85,168.85
5. ASC,2025,2025-01-01,NATIONAL,70546,Mr angiograph head w/o&w/dye,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,70547,Mr angiography neck w/o dye,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,70548,Mr angiography neck w/dye,January_2025_ASC_Addenda.xlsx,173.38,173.38
5. ASC,2025,2025-01-01,NATIONAL,70549,Mr angiograph neck w/o&w/dye,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,70551,Mri brain stem w/o dye,January_2025_ASC_Addenda.xlsx,125.5,125.5
5. ASC,2025,2025-01-01,NATIONAL,70552,Mri brain stem w/dye,January_2025_ASC_Addenda.xlsx,184.38,184.38
5. ASC,2025,2025-01-01,NATIONAL,70553,Mri brain stem w/o & w/dye,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,70554,Fmri brain by tech,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,70555,Fmri brain by phys/psych,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,70557,Mri brain w/o dye,January_2025_ASC_Addenda.xlsx,291.79,291.79
5. ASC,2025,2025-01-01,NATIONAL,70558,Mri brain w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,70559,Mri brain w/o & w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,71045,X-ray exam chest 1 view,January_2025_ASC_Addenda.xlsx,16.5,16.5
5. ASC,2025,2025-01-01,NATIONAL,71046,X-ray exam chest 2 views,January_2025_ASC_Addenda.xlsx,22.32,22.32
5. ASC,2025,2025-01-01,NATIONAL,71047,X-ray exam chest 3 views,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,71048,X-ray exam chest 4+ views,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,71100,X-ray exam ribs uni 2 views,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,71101,X-ray exam unilat ribs/chest,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,71110,X-ray exam ribs bil 3 views,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,71111,X-ray exam ribs/chest4/> vws,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,71120,X-ray exam breastbone 2/>vws,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,71130,X-ray strenoclavic jt 3/>vws,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,71250,Ct thorax dx c-,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,71260,Ct thorax dx c+,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,71270,Ct thorax dx c-/c+,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,71275,Ct angiography chest,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,71550,Mri chest w/o dye,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,71551,Mri chest w/dye,January_2025_ASC_Addenda.xlsx,287.56,287.56
5. ASC,2025,2025-01-01,NATIONAL,71552,Mri chest w/o & w/dye,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,72020,X-ray exam of spine 1 view,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72040,X-ray exam neck spine 2-3 vw,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72050,X-ray exam neck spine 4/5vws,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72052,X-ray exam neck spine 6/>vws,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72070,X-ray exam thorac spine 2vws,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72072,X-ray exam thorac spine 3vws,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72074,X-ray exam thorac spine4/>vw,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72080,X-ray exam thoracolmb 2/> vw,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72081,X-ray exam entire spi 1 vw,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72082,X-ray exam entire spi 2/3 vw,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72083,X-ray exam entire spi 4/5 vw,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,72084,X-ray exam entire spi 6/> vw,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,72100,X-ray exam l-s spine 2/3 vws,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72110,X-ray exam l-2 spine 4/>vws,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72114,X-ray exam l-s spine bending,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72120,X-ray bend only l-s spine,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72125,Ct neck spine w/o dye,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,72126,Ct neck spine w/dye,January_2025_ASC_Addenda.xlsx,109.98,109.98
5. ASC,2025,2025-01-01,NATIONAL,72127,Ct neck spine w/o & w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,72128,Ct chest spine w/o dye,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,72129,Ct chest spine w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,72130,Ct chest spine w/o & w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,72131,Ct lumbar spine w/o dye,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,72132,Ct lumbar spine w/dye,January_2025_ASC_Addenda.xlsx,110.63,110.63
5. ASC,2025,2025-01-01,NATIONAL,72133,Ct lumbar spine w/o & w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,72141,Mri neck spine w/o dye,January_2025_ASC_Addenda.xlsx,119.36,119.36
5. ASC,2025,2025-01-01,NATIONAL,72142,Mri neck spine w/dye,January_2025_ASC_Addenda.xlsx,187.93,187.93
5. ASC,2025,2025-01-01,NATIONAL,72146,Mri chest spine w/o dye,January_2025_ASC_Addenda.xlsx,119.68,119.68
5. ASC,2025,2025-01-01,NATIONAL,72147,Mri chest spine w/dye,January_2025_ASC_Addenda.xlsx,185.99,185.99
5. ASC,2025,2025-01-01,NATIONAL,72148,Mri lumbar spine w/o dye,January_2025_ASC_Addenda.xlsx,120.01,120.01
5. ASC,2025,2025-01-01,NATIONAL,72149,Mri lumbar spine w/dye,January_2025_ASC_Addenda.xlsx,183.4,183.4
5. ASC,2025,2025-01-01,NATIONAL,72156,Mri neck spine w/o & w/dye,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,72157,Mri chest spine w/o & w/dye,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,72158,Mri lumbar spine w/o & w/dye,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,72170,X-ray exam of pelvis,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72190,X-ray exam of pelvis,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72191,Ct angiograph pelv w/o&w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,72192,Ct pelvis w/o dye,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,72193,Ct pelvis w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,72194,Ct pelvis w/o & w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,72195,Mri pelvis w/o dye,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,72196,Mri pelvis w/dye,January_2025_ASC_Addenda.xlsx,184.7,184.7
5. ASC,2025,2025-01-01,NATIONAL,72197,Mri pelvis w/o & w/dye,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,72200,X-ray exam si joints,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72202,X-ray exam si joints 3/> vws,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72220,X-ray exam sacrum tailbone,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72240,Myelography neck spine,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72255,Myelography thoracic spine,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72265,Myelography l-s spine,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72270,Myelogphy 2/> spine regions,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72285,Discography cerv/thor spine,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,72295,X-ray of lower spine disk,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73000,X-ray exam of collar bone,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73010,X-ray exam of shoulder blade,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73020,X-ray exam of shoulder,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73030,X-ray exam of shoulder,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73040,Contrast x-ray of shoulder,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73050,X-ray exam of shoulders,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73060,X-ray exam of humerus,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73070,X-ray exam of elbow,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73080,X-ray exam of elbow,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73085,Contrast x-ray of elbow,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73090,X-ray exam of forearm,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73092,X-ray exam of arm infant,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73100,X-ray exam of wrist,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73110,X-ray exam of wrist,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73115,Contrast x-ray of wrist,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73120,X-ray exam of hand,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73130,X-ray exam of hand,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73140,X-ray exam of finger(s),January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73200,Ct upper extremity w/o dye,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,73201,Ct upper extremity w/dye,January_2025_ASC_Addenda.xlsx,143.29,143.29
5. ASC,2025,2025-01-01,NATIONAL,73202,Ct uppr extremity w/o&w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,73206,Ct angio upr extrm w/o&w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,73218,Mri upper extremity w/o dye,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,73219,Mri upper extremity w/dye,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,73220,Mri uppr extremity w/o&w/dye,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,73221,Mri joint upr extrem w/o dye,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,73222,Mri joint upr extrem w/dye,January_2025_ASC_Addenda.xlsx,230.63,230.63
5. ASC,2025,2025-01-01,NATIONAL,73223,Mri joint upr extr w/o&w/dye,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,73501,X-ray exam hip uni 1 view,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73502,X-ray exam hip uni 2-3 views,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73503,X-ray exam hip uni 4/> views,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73521,X-ray exam hips bi 2 views,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73522,X-ray exam hips bi 3-4 views,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73523,X-ray exam hips bi 5/> views,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73525,Contrast x-ray of hip,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73551,X-ray exam of femur 1,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73552,X-ray exam of femur 2/>,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73560,X-ray exam of knee 1 or 2,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73562,X-ray exam of knee 3,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73564,X-ray exam knee 4 or more,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73565,X-ray exam of knees,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73580,Contrast x-ray of knee joint,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73590,X-ray exam of lower leg,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73592,X-ray exam of leg infant,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73600,X-ray exam of ankle,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73610,X-ray exam of ankle,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73615,Contrast x-ray of ankle,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73620,X-ray exam of foot,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73630,X-ray exam of foot,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73650,X-ray exam of heel,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73660,X-ray exam of toe(s),January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,73700,Ct lower extremity w/o dye,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,73701,Ct lower extremity w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,73702,Ct lwr extremity w/o&w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,73706,Ct angio lwr extr w/o&w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,73718,Mri lower extremity w/o dye,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,73719,Mri lower extremity w/dye,January_2025_ASC_Addenda.xlsx,183.73,183.73
5. ASC,2025,2025-01-01,NATIONAL,73720,Mri lwr extremity w/o&w/dye,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,73721,Mri jnt of lwr extre w/o dye,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,73722,Mri joint of lwr extr w/dye,January_2025_ASC_Addenda.xlsx,232.25,232.25
5. ASC,2025,2025-01-01,NATIONAL,73723,Mri joint lwr extr w/o&w/dye,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,74018,Radex abdomen 1 view,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74019,Radex abdomen 2 views,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74021,Radex abdomen 3+ views,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74022,Radex compl aqt abd series,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74150,Ct abdomen w/o contrast,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,74160,Ct abdomen w/contrast,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,74170,Ct abd wo cntrst flwd cntrst,January_2025_ASC_Addenda.xlsx,96.71,96.71
